Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
P50395	Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2	442.594	36	170.7	164.1	178.4	168.4	158.5	106.5	31.6	11.2	6.3	4.4	3.4	3.9	5.8	26.9	117	142.6	167.7	173.8	176.2	182.6
P49368	T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4	441.456	39	164.4	180.3	184.7	155.5	153.5	112.6	27.5	11.9	5.6	4	3.4	3.9	6.5	23.4	130.9	128.5	165.2	165.8	185.6	186.5
P22102	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1	438.622	51	231.5	233.9	193.6	169.3	87.5	38.8	19.2	12.3	8	5.9	5.2	5.8	8.1	18.2	40.5	73	167.1	215.2	223.7	243.3
P09874	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4	438.225	56	282.4	291.3	183.4	122.3	54.3	28.3	14.7	10.1	7.5	5.8	7.6	8.5	7.9	18.6	34.9	50.9	119.5	243.1	218.5	290.4
O60664	Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	436.428	28	166.7	158.2	154.6	157.9	143.2	104.2	50.7	31.4	19.7	13.4	11	14.1	15.7	70.2	123.8	142.1	145.4	157.8	160.2	159.8
Q9NYU2	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	436.337	53	178.7	177.9	181.9	175.1	151	77.5	26.3	16.4	9.1	6	6.3	7.1	9.8	30.4	90.2	132.6	173.2	178.1	181.5	191
P55786	Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2	436.331	48	162.3	155.9	157.1	153	132.3	109.2	63.2	42.8	18.4	5.8	3.5	12.5	10.5	62.6	123.3	136.8	149.3	163.1	165.4	173
P58107	Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	435.582	57	286.8	301.6	207.6	71	48.5	30.8	20.9	14.5	10.2	8.1	8.6	10	14.8	22.2	38.9	52.5	84.1	199.1	280.2	289.7
P49915	GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1	433.543	45	215.7	221	179.6	196.5	113.3	34.7	16.5	10	7.1	5.5	3.6	4.2	5.7	13.1	31.8	105.9	186.8	241.1	181.2	226.7
Q99832	T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2	433.222	40	191.6	191.2	190.3	151.1	134.5	86.4	24	13.5	9.8	7.6	3.3	4.2	5.9	19.3	108.9	111.5	160	174.5	205.5	206.8
P15311	Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	432.518	29	182.5	186.4	162.7	177.9	149.9	94.1	20.5	12.6	7.8	5.6	4.1	5.7	7.2	16.3	86.1	154.8	167.8	204.3	162.6	191.2
P06744	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	431.761	31	181.9	169.2	167	187	152.8	93.5	27.8	10.7	5.9	4.3	5.9	6.7	8.4	24.3	97	138.7	171.4	173.3	185.7	188.6
P25705	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1	431.38	41	138.1	146.1	158.2	138.7	136.8	125.9	76.2	52.7	21.1	6.2	5.5	17	23.9	87.8	152.4	123.5	142.9	142.4	152.4	152.3
Q86VP6	Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2	430.183	54	161.5	165.4	157	159	147.9	115.1	56.3	23.2	8.6	6	5.2	6.2	11.4	48	124.1	130	163.9	155	174.9	181.3
Q06830	Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	428.426	24	143.3	140.8	139.2	141.7	120.8	96	68.3	62.6	50.1	37.1	33.2	41.2	32.5	62.4	97	128.8	141.2	159.6	148.8	155.2
Q15029	116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1	428.282	52	126.1	127.4	135	131.3	151.6	173.3	93.5	43.5	11.8	6.5	5.9	8	19.1	79.3	160.8	153.7	130.7	145.2	145	152.3
P27797	Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	427.391	33	187.7	188.2	176	159.3	107.1	81.7	38.5	29.4	19.1	13	8.9	10.8	10.4	42.2	94.4	103.7	160.5	193.7	179.9	195.3
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	427.145	44	220.3	229.6	198	179.4	77.8	40.1	21	14.3	10.8	8.6	7.7	9	11.6	20.4	43.2	70.5	175.4	214.3	219.8	228.1
P40939	Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2	423.875	48	231	236.6	198	174.9	82.8	34.2	17.3	11	8.2	6.1	5.7	6.7	8.6	16.3	33.3	73.2	177	216.8	226.6	235.8
Q9NTJ3	Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2	419.698	57	250.1	257.2	219.3	135.1	56.7	34.3	17.6	12.6	9.4	7.6	6.1	6.5	7.9	15.4	31.9	43.9	130.3	239.6	237	281.4
Q05682	Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3	414.672	43	114.4	111.2	118.3	119	101.7	104.5	84.1	85.8	82.4	78.7	77.3	64.6	41	79	114.3	118.5	123.9	130.6	123.1	127.8
Q01813	ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2	411.936	37	203.7	183.7	178.2	147.8	121.9	80.1	41.6	24.2	12.5	6.4	6.4	10.4	13.9	39.4	91	108.6	148.6	174.6	196.6	210.7
Q04637	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4	408.94	50	255.3	235.4	222.4	118.1	67.9	40.1	21.3	16.2	12.6	10.7	10.8	10.2	10.1	20.4	42.2	60.6	111.1	220.2	236.3	278
Q14697	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3	408.274	42	214.6	202.4	186.8	199.4	102.7	50	19.9	12.6	7	4.6	12.8	14	15.9	30.2	64.7	90	182	205.3	172.2	212.8
Q08J23	RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2	407.626	48	216.9	208.9	203.9	168.9	102.5	44.8	21	14.3	10.4	8.4	4.2	4.9	6.7	14.4	33.7	77	155.5	237.1	214.8	251.7
P50990	T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4	407.436	49	159.4	180.3	194.6	160.4	143.6	103.9	28.6	15.5	8	5.8	5.7	7.6	11.6	27.8	118.8	122.2	171.6	163.2	186.6	184.8
Q16658	Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3	406.929	33	169.7	168.4	149.9	173.7	137.6	108.9	49.9	25.9	10.7	5.3	4.6	7.9	13.1	42.8	105.4	139.1	163.9	178.5	168.3	176.3
P17987	T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1	402.776	33	151.7	176.9	191.9	154.4	154.5	112.1	30.1	15	7.9	5.4	4.6	5.7	7.6	25.5	133	131.7	169.1	158	184.6	180.4
P49792	E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2	398.362	70	223.8	222.6	189.4	141.2	90	57.1	30.3	21.1	14	10.5	10.9	12.8	13.8	30.6	62.7	89	139.9	195.4	196.5	248.5
P09651	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	397.664	23	195.3	193.7	182.3	181.8	122.7	63.7	26.8	15.3	10.3	8	6	6.1	7.9	20.5	57.4	113.2	178.8	213.3	187	209.8
P60174	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4	397.655	27	144.1	138.2	137.5	141.2	122.3	118.5	87.9	64.4	32.6	13.5	12.8	26.1	29	78.8	121.2	134.3	142.3	153	149.7	153
P50454	Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	397.478	32	190.7	181.3	181.3	178.2	138.2	72.2	26.1	15.6	9.5	6.9	6.1	6.7	8.1	28.6	82.9	129	166.5	196.6	182.3	193.2
P49321	Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2	397.133	35	143	145.3	139.1	144.1	119.5	95	59.8	56.7	50.1	47.4	43.6	37.2	32.6	55.3	93	122.9	147	160	150.2	158.2
P40227	T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3	397.01	36	163.8	181.2	185.7	150.7	142.2	111.9	33.6	15.4	8.7	6.9	4	4.8	7.8	29.7	127.5	131.8	159.4	163.3	188	183.7
Q13885	Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1	396.547	5	198.7	184.8	190.9	155.9	121.3	74.5	39	16.8	10.2	7.8	6	7.3	11.8	30.5	81.8	117.4	158.4	186.7	199.4	200.8
Q9UQE7	Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2	395.252	55	220.5	236.2	171.2	170.1	115.2	47.9	17.5	10	6.5	5.1	5	5.7	7.4	15.2	42.9	103.5	164.9	225.1	190.7	239.4
P12268	Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2	394.257	32	176.6	183.9	192.2	156.3	114.6	75.1	40.1	27.5	19.2	14.4	12.9	14.2	11.5	35.5	76.4	104.2	158.2	193.7	189.3	204.3
Q92945	Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4	388.968	32	130.1	128.2	120.5	121.6	105.1	107.8	83.9	76.5	67.5	58.8	57.8	55.1	40.3	77.4	111.9	120.6	125.9	139.3	133	138.8
P23921	Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1	387.781	39	236.6	225.9	205.7	151.2	96.2	40.5	18.3	11.9	7.8	5.9	5.6	6.3	7.6	16.2	46.2	86.2	160.7	220.1	200.4	250.7
P05455	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	387.271	39	196.3	198.4	171.1	180.6	130.7	67.2	25.8	13.4	9.3	7.3	4.1	5.1	5.8	16.1	50	112.6	168.2	218.8	201.5	217.9
Q02818	Nucleobindin-1 OS=Homo sapiens OX=9606 GN=NUCB1 PE=1 SV=4	386.335	40	130.1	126.7	134.8	129.5	114.6	100.8	70.7	69.8	63.4	59.6	56.3	47.5	43.4	69.6	109.7	117	135.1	141.9	135.3	144.2
P67936	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	386.325	24	124.4	120.3	127.1	124.5	109.7	101.2	78.4	76.5	71.4	66.5	74.5	66.4	50.9	80.3	112.5	116.1	124.5	127.6	121	126.2
P26639	Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3	385.771	49	202.3	202.5	165.1	192.6	130.6	65.6	21.2	10.4	5.8	3.9	3.1	3.7	5.2	15.3	63.6	126.1	184.3	206.6	180.3	211.9
P50991	T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	383.56	33	180.7	195.5	202.1	145.4	133.9	92.3	26	12.5	6.7	4.9	5.3	6	7.5	22.2	109.7	113.8	156.5	164.5	208.1	206.5
P36776	Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2	380.619	43	217.8	220.2	180.4	171.1	113	57	17.8	10.8	6.7	5.1	4.4	5	7.1	16.2	56.5	111.8	174.4	203.4	204.6	216.7
P49736	DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4	379.928	40	201.9	210.4	218	192.2	87.5	36.7	19.4	14.1	10.5	9.4	6.2	6.9	9.2	16.2	35.9	74.3	192.1	210.3	220.9	228
Q01518	Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5	378.703	38	174.7	182	158.3	177.3	156.7	105.7	23.5	12	5.8	4	3.3	4.2	6.9	19.8	106.1	155.3	160.3	178.2	180.8	185.2
O60506	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	375.428	28	209.9	208.9	193.5	187.4	122.5	41.6	16.5	9.3	5.9	4.4	3.9	5.1	6.1	14.2	37.5	116.3	180.4	219.8	199.1	217.5
Q92900	Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2	370.712	51	182.9	176.5	181.4	155.7	120.9	82.6	42.5	30.3	17.2	10	6.8	11.4	14.8	39.9	91	118.2	158.7	183.3	183.1	192.8
Q14978	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2	368.579	48	116.7	112.8	118.3	114.4	103.3	112.2	89.7	91.2	82.2	59.3	79.3	77.2	31.1	92.4	105.9	116.3	106.5	132.2	125.6	133.5
P60842	Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1	366.323	19	220.1	221.7	191.7	173.7	110.9	37.3	18.7	11.6	8.1	6.3	4.7	5.2	6.8	12.9	34	87.1	188.4	203.7	197.6	259.5
P49411	Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=3	366.178	31	265.1	260.9	216.7	138.1	61.6	25.2	12.3	8.7	6.4	5.1	3.7	4.1	5.1	10	22	51.7	136.4	236.5	251.7	278.7
O15067	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	365.061	45	218.7	215.4	223.3	180	72.5	38.5	20.5	13.7	9.8	7.7	7.2	7.8	9.6	18.3	39.5	68.7	174.8	228.8	208.9	236.5
P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	365.046	45	221.1	233.6	170.1	187	107.8	40.6	17.8	10.2	6.7	5.2	4	4.7	6.6	14.6	37.3	83.3	183	239.7	190.1	236.8
Q92616	eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7	364.804	59	348.6	320.3	148.4	59.9	44.5	28.9	18.2	13.2	10.1	8	6.9	7.6	9.7	17.3	32.5	40.8	64	144.6	308.6	368.1
P11413	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	363.043	34	220.5	217.9	178.7	184	113.5	49.7	15.3	9.3	6.3	4.8	4.3	4.7	5.9	12.4	53.3	103.6	173.4	219.9	192.7	229.9
P68366	Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1	362.497	8	192.4	190.8	194.4	158.2	120.4	73.3	34.2	17.5	10.4	8.5	3.7	4.4	8.3	28.3	87.5	118.2	166.2	183.3	198.2	201.8
P33991	DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5	361.503	37	234.4	265.6	177.5	164.5	72.1	36.7	18.6	12.9	9.9	7.8	4.7	5.1	6.5	12.9	29.6	57.4	173.3	235	222.3	253.2
Q14103	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1	360.332	29	141.6	137.1	138.9	141	126.5	108.2	75.1	56.1	43.2	32.3	33	36.2	19.9	68.2	112.6	135.2	142.2	156	145.4	151.1
P26640	Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4	359.797	45	244.3	272.8	220.5	134.5	57.2	29.7	16.5	10.7	7.8	6	4.2	4.3	6.1	11.4	24.3	43.8	139.8	231.2	249.3	285.6
Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3	359.436	58	178.7	189	196.5	172.7	130.4	69.7	28.5	15.9	10.6	8	5.5	6.8	9.6	22.1	70.6	112.1	175.9	183.5	199.1	214.9
P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	358.416	41	214.1	207.1	173.6	171.4	109.5	78.4	22.5	11.1	6.8	5.4	3.4	4	5.5	15.2	59.8	94.2	154.9	220.5	204.6	237.8
P25205	DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3	358.338	42	201.4	209.4	201.9	164.2	121.3	53.4	20.5	12.2	8.7	6.9	5.1	6.2	8.2	18.4	59.7	100.2	167.2	189.1	218.4	227.4
Q13428	Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	358.168	57	136.1	136.7	142.4	144.9	132.5	104.4	67.9	55.9	46.5	32.8	32.5	38.7	27.8	66.6	114.3	132.8	146	147.9	143.3	150.2
Q13509	Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2	357.441	12	186.7	179.6	189.2	167.3	137.6	83	30.5	14.8	6.7	4.6	4.4	5.6	11.9	35.5	100.4	130.3	157.9	180	184	190
Q12906	Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3	357.365	34	157.7	153.9	158.9	152.2	142.5	120.4	66.8	25.3	13.3	9.1	9.2	11	14.6	58	119.4	137.8	151.2	161.4	166.1	171.3
P53621	Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	356.242	46	211.7	217.4	208.6	174.5	111	39.9	15.6	9.5	6.6	5.2	4.3	5.3	8.4	14.6	41.6	98.1	176.3	197	214.2	240.2
Q9UQ80	Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3	354.566	34	209.4	205.3	213.6	180	101.4	47.6	19.3	11.1	7.2	5.2	4.7	5.4	7.1	16.4	48.4	94.2	174.9	210.3	217.1	221.4
P26599	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=2	353.527	20	224.1	209.5	217.8	171.2	77.9	40.2	22.6	15.7	11.7	9.2	7.6	8.6	13.4	21.7	42.2	67.5	160.3	217.9	225.8	234.9
P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3	351.195	34	179.8	179.3	158.1	167.2	145.2	88.1	33.3	21.9	15.8	11.4	11	13.1	14.7	30.4	93.8	135.2	161.6	173.5	178.2	188.6
Q14247	Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2	350.227	47	117.7	113.2	121.3	122.4	115	103.4	80.4	81.6	75.6	69.4	75.6	63.6	38.2	78.5	117.3	119.7	123.9	133.4	122.1	127.7
P15170	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1	349.898	32	190.7	176.7	157.3	185.1	131.7	85	35.2	20.2	10.8	7.3	5.6	7.4	8.9	28.1	80.6	133.4	170.5	188.5	185.1	191.9
Q9BQ52	Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2	348.459	37	153.9	149.2	151	142.8	135.1	103.3	66.1	49.4	32.3	16.9	13.7	23.8	24.2	56.5	111.9	123.6	148.2	156.9	167.1	174
P12277	Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1	348.35	25	207.1	203.4	213.6	186	92.1	44.5	22.5	13.8	9.5	7.5	5.3	6.1	8.2	18.1	38.3	80.2	182.6	237	193.4	230.8
P63104	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	347.013	23	156.8	152.5	148.3	153.4	153	118.8	68.2	30.5	12.2	6.4	4	6.3	9.9	52.6	135	155.2	142.2	157.4	161.2	176.2
P22234	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3	346.35	30	135.2	142.3	124.8	139.6	129.7	113.3	71.6	65.2	46.6	31.6	31.5	34.6	29.2	68	131.6	124.5	138.2	140.4	148.8	153.3
Q12931	Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3	345.276	33	221.5	229.5	177.4	195.4	108.1	33.7	15.4	8.4	6	4.5	3.6	4.3	5.2	10.2	27.9	88.9	201.9	240.1	178	240
P07954	Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	343.416	22	205	201	217.7	180.7	118.3	33.6	18.9	11	8	5.8	3.9	4.6	5.9	11.8	26.6	102.4	195.7	208	218.9	222.3
P34897	Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3	341.615	23	150.4	145	157.2	144.7	141.9	109.4	74	46.9	22.7	7.8	5.5	13.9	21.8	59.6	116.7	129.3	151.3	162.9	167.5	171.5
P30153	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4	341.14	25	176.8	172.6	184.3	170	157.8	85.8	24.2	14.1	8	6.2	5.5	5.9	8.2	18.4	80.4	137	171.9	172.3	200.1	200.3
Q13435	Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	339.892	40	149.2	146.8	158.5	145.8	135.7	92.4	61.2	45	36.5	28.8	32.8	35.2	35.1	59.3	97.5	127.8	140.6	155.3	153.7	162.7
Q14839	Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2	339.786	33	269	284.7	192.7	127.6	59.5	30.9	15.3	9.6	6.3	4.5	5.5	7	8.9	17.2	35.9	52.5	126.8	207.3	229.3	309.5
Q00341	Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2	338.073	47	283	269.8	211.2	101.5	56.6	33.3	17.2	12.2	8.6	6.7	6.8	7.3	8.9	17.4	34	46.7	97.5	260.6	207.6	313.3
P02786	Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	336.866	40	151.2	147.7	149	146.2	133	107.9	62.7	52.4	33.2	16.8	14.5	22.7	19.9	60.3	120.1	129.2	151.8	150.3	164	167.3
P52272	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	336.461	38	259.1	252.2	211	120.4	66.5	36.6	20.1	14.4	10.8	8.7	9.8	11	9.5	20.5	41.1	60.5	122.5	232.5	225.3	267.4
P09960	Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	335.145	35	161.5	155.5	164.5	159.4	149.5	113.9	58.7	20.4	9.9	6.6	4.8	6.3	10.9	50.6	120.1	140.4	159.8	161.5	170.6	175.1
P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	334.04	32	213.2	215.8	213.8	153	91.1	49.4	26.2	17.5	12	8	7.9	11.4	11	23.8	47.8	83.3	146	247	184.6	237
P18669	Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2	332.918	20	171	163.6	170.9	169.3	142.5	109.7	42.8	17.2	7.9	5.1	4.5	7	10.4	43.2	113.4	136.9	158.9	180.2	169.6	175.8
P21399	Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	332.249	37	186.9	188.9	171.7	172.3	147.4	82	23.2	13.2	8.3	6.1	4.5	5.5	8.1	17.6	89.5	144.7	161.5	185.4	186.9	196.4
P23528	Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	332.032	19	151.5	157.4	135.1	154.8	119.6	111.1	58.9	47.5	35.3	28.9	29.3	28	20	56.4	115.7	135.5	135.2	173.9	141.9	164.1
Q9ULW0	Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2	331.922	49	129.2	123.7	121.9	129.5	114.4	101.5	79.8	75.8	67.9	56.2	65	64.1	48.9	85	108.3	118.4	118.6	134	124.6	133.2
P68133	Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1	331.678	8	190.9	177.4	189.8	147.8	113.4	80	43.8	29.1	19.7	8.1	6.2	14.2	22.1	40.3	79	123.6	141.6	189.5	189.1	194.3
P17980	26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3	331.372	29	217.7	236	203.7	154.7	93.6	46.9	20.5	12.4	8.2	6.3	4.3	5.2	7.2	17.8	47.5	79.7	157.5	220.5	216.1	244.2
P11940	Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2	330.902	9	195.4	198.8	177.3	181.8	148.3	66.1	15.3	8.5	4.9	3.6	3.2	3.5	3.5	10.6	55.1	160.3	164.3	217.3	174.3	207.9
Q14008	Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3	328.535	56	259	243.3	233.5	135.2	50.2	31	17.5	13.3	9.5	7.5	5.6	6.3	7.8	14.2	28.6	39.8	129	237.6	249.4	281.7
O95347	Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2	328.018	51	253.5	274.3	215.4	138	52.2	29.6	14.3	10.2	6.9	5.6	5.3	5.9	8.3	14.1	32.1	45.3	133.5	259.6	214.5	281.4
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	327.915	28	191.7	194.7	177	167.1	102.7	62.6	35.4	25.9	22.3	20.7	19.9	17.5	13.1	32.3	60.9	94.1	162.5	208.5	182.1	209.2
P33993	DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4	327.45	38	257.9	268.7	226	132.5	54	24.4	14.3	9.7	7	5.5	5	5.5	8.1	14.1	29.2	53.4	148.1	216.6	255.8	264.3
P07951	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	327.214	24	129.7	127	133.7	129.7	114.3	106	67.4	70.8	63.4	58	63.5	52	40.2	70.4	114	115.3	137.1	137	132.4	138.1
