Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
B3KU38;P0DPB3	IQCJ-SCHIP1;SCHIP1	IQCJ-SCHIP1 readthrough transcript protein;Schwannomin-interacting protein 1	5.32E-29	42048.64453	38966.95703	36650.26172	28392.89648	29462.7793	31513.59766	44639.35156	33461.76953	38376.38672	37238.39063	30783.95508	35313.70703	7665.878906	32810.75781	27157.50781	18420.83398	15164.1416	11524.50684
B7ZAP0	RABGAP1L	Rab GTPase-activating protein 1-like, isoform 10	1.90E-27	102708.0781	74889.74219	84842.50781	70099.92188	85391.75	69872.26563	59874.31641	46179.21094	29939.91992	58343.30859	39361.01172	63467.58984	50076.24219	49228.37109	59113.59766	42379.3125	51664.28906	49732.27734
B7ZAQ6;P0CG08	GPR89A;GPR89B	Golgi pH regulator A;Golgi pH regulator B	7.67E-28	192796.0938	218411.2031	192475.9844	172465.7813	205549.7969	156879.9531	166975.7813	184234.4688	172013.875	132623.6094	201930.0625	136014.2813	149909.1719	153144.4688	140366.625	104800.0703	105425.4844	125109.4609
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Putative WAS protein family homolog 3;WAS protein family homolog 2	1.22E-42	229950.625	236946.1875	213524.0313	245950.4219	228087.0938	273227.4375	284858.125	239821.9844	245809.3906	230207.1875	260476.4688	247578.9375	246916	251235.6094	257261.6406	289501.375	276670.6875	270243.3125
C9JLR9	ZFTA	Zinc finger translocation-associated protein	4.53E-05	3601.649902	NaN	4343.057617	NaN	NaN	NaN	NaN	NaN	NaN	4569.771973	4024.590332	2218.220215	NaN	3185.185791	NaN	NaN	NaN	NaN
C9JLW8	MCRIP1	Mapk-regulated corepressor-interacting protein 1	6.05E-25	208291.7656	202939.9531	223314.625	229153.1563	220473.5	180617.9688	230292.2656	256298.625	229405.0156	226717.375	242559.8594	205527.4844	207396.4688	188073.2188	200522.5938	176982.5313	194455.3438	201960.5
C9JRZ8	AKR1B15	Aldo-keto reductase family 1 member B15	0.001100147	176385.7969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	183526.4375	185830.7344	NaN	NaN	NaN	NaN	NaN
E9PAV3;Q13765	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	1.41E-32	3147988.25	3529713.25	3670956.5	3743236.25	3497592.5	3156497	3660360.25	4036730.25	3890136.25	3221760.5	3490491.25	3152488	2818269.5	2532103.5	2298100.5	1858808	1952288.125	1768389.375
E9PRG8	C11orf98	Uncharacterized protein C11orf98	3.45E-27	117854.5781	122934.9219	121284.375	127870.4453	117204.9141	125065.6563	156036.7344	135427.375	126451.4922	136842.125	133526.5781	133150.9844	121063.9531	120396.0781	137213.2188	124315.5781	134716.875	120750.2656
H7BZ55	CROCC2	Ciliary rootlet coiled-coil protein 2	1.03E-24	68645.01563	67551.85938	77596.53125	65216.74219	76710.14844	64588.99609	44667.62891	49586.36719	63872.56641	60351.46094	42914.66016	44663.35547	47819.54297	63379.19922	59763.60547	59644.09375	49237.82031	48540.85547
L0R6Q1	SLC35A4	SLC35A4 upstream open reading frame protein	3.85E-20	395685.7813	389013.5313	348947.9063	357732.7813	359937.125	388163.6563	387369.0313	431195.0625	383105.5	370502.0938	355207.1563	360047.5	366623.1875	378716.6563	348743.75	411772.6563	379157.0625	347959.5313
L0R819	ASDURF	ASNSD1 upstream open reading frame protein	2.56E-31	179153.25	187790.0938	169164	170088.5938	170931.9688	189745.75	204814.3906	202819.8281	177355.6875	176977.7344	184060.5	194571.7969	163798.7188	186861.8594	162354.2656	158288.8594	147470.625	137996.3906
L0R8F8	MIEF1	MIEF1 upstream open reading frame protein	8.37E-19	41889.86328	48744.90625	51920.85547	62645.65625	38885.01172	65484.14453	60773.89063	64132.45313	56843.58203	61405.82813	61606.57813	55241.20313	49532.57422	50195.17578	41151.33203	38771.15234	37985.10938	40386.92188
O00115	DNASE2	Deoxyribonuclease-2-alpha	9.01E-26	202654.4219	220307.3594	209121.9063	202095.3906	207529.1719	179334.4375	201709.3438	221144.2188	204178.6719	199624.5625	208794.7813	195686.6719	205981.9688	227902.7656	180812.7031	199143.6719	217111.5	230058.2969
O00116	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	2.27E-31	2115780	1910985.375	1848905.875	1877164.25	1958267.5	2041598.875	1769225.5	1465911	1793794.5	1692197.75	1587356.5	1764116.25	2051060.875	1958902	2018158.5	2006987.125	1868718	2064177.25
O00124	UBXN8	UBX domain-containing protein 8	1.06E-05	53942.6875	326220.5625	33529.98828	35977.86328	28022.36133	45496.21875	59336.97266	NaN	30027.85938	48526.82422	32383.58203	47068.23828	29453.20898	29560.38281	59001.87891	NaN	NaN	NaN
O00139	KIF2A	Kinesin-like protein KIF2A	6.50E-38	788303.8125	757634.375	812186.625	771753.6875	740162.3125	729504.875	729868.25	705828.75	724903.0625	754884.0625	725511.875	749012	744594.125	718831.375	696865.6875	648040.8125	621482.4375	697731.6875
O00148	DDX39A	ATP-dependent RNA helicase DDX39A	3.20E-36	203363.6094	190757.7031	203000.5625	193948.0938	214780.3281	203473.7656	178094.0781	171847.875	196155.9219	213155.2656	183503.5	221143.7656	196498.8438	210959.375	210970.5625	187523.7656	182265.6875	204887.3125
O00151	PDLIM1	PDZ and LIM domain protein 1	8.87E-33	481860.0625	529453	488047.3438	488868.1875	457350.5938	438961.5313	507499.3438	540788.125	497460.4688	456875.4063	471178.375	434390.0625	405661.7813	390164.3438	388592.5625	363424.4688	372728.6563	372086.5938
O00154	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	1.45E-30	681095	736875.5	753174.6875	724469.5625	702635	687882.875	699963.125	763655.1875	707778.75	715763.0625	757060	708228.1875	665403.875	705342	660807.625	619536.6875	573347.25	628089.875
O00159	MYO1C	Unconventional myosin-Ic	9.34E-37	314950.0313	302160.25	267645.1875	271928.8125	286007.6563	327293.8438	250431.0938	241969.7656	237741.9219	245022.6094	227499.5938	263220.25	302155.1875	324254.125	319704.0625	354656	333768.0625	355650.0938
O00161	SNAP23	Synaptosomal-associated protein 23	8.73E-32	513028.7188	507884.8438	487273.5938	532217.6875	480228	459857.7188	497943.2188	525381.125	478463.5	522431.8438	495366.8438	473462.375	511922.9063	514443.5938	529598.875	525960.9375	552079.75	519891.1563
O00165	HAX1	HCLS1-associated protein X-1	1.08E-33	107635.2969	113695.3438	115277.1875	122456.5625	112328.0938	111353.75	124060.1719	128595.9766	114263.4219	117507.3828	114229.6797	101016.9688	116459.2813	105431.5391	106049.0938	104339.7734	93551.91406	89313.78906
O00170	AIP	AH receptor-interacting protein	4.22E-28	186934.1719	226437.5938	212420.2656	219462.4531	216494.5469	205050.0938	216006.9688	229996.75	227824.1406	217364.75	219391.9531	214341.5781	202365.7969	197722.4375	186757.6406	181172.4063	190689.9375	187473.3594
O00178	GTPBP1	GTP-binding protein 1	9.77E-40	1046128.375	970246.625	945855.875	1020820	999013.5	1058439.875	966756.6875	811648.9375	914147.625	925484.0625	815781.3125	956180.3125	929001.9375	1016521.313	980846	929085.8125	911315.3125	941465.0625
O00186	STXBP3	Syntaxin-binding protein 3	1.80E-39	117844.3516	104879.1641	105862.5313	102061.7813	102101.1406	114536.9141	96500.82813	93248.94531	97924.71094	103108.3281	111925.2344	113778.6797	115987.7734	115182.8047	117954.4453	118567.6563	127563.7578	118812.4453
O00192	ARVCF	Splicing regulator ARVCF	3.16E-15	80823.77344	123081.8828	218453.5938	90827.28125	153506.5938	133225.7813	97947.05469	55718.22656	97483.73438	95328.59375	96893.46875	154797.0469	173405.3594	108006.4141	51637.85156	79014.80469	44698.78516	33080.17578
O00193	SMAP	Small acidic protein	2.17E-22	382456.6563	431183.25	407290.25	414051.5625	398903.2188	391130.3438	392560.9063	446999.6563	415638.1875	431418.75	406340.9375	396047.125	331571.6563	345691.0313	330069.25	407906.2188	426617.8125	501918.6875
O00203	AP3B1	AP-3 complex subunit beta-1	3.59E-36	3507819	3287066.5	3018363	3012155.75	3098064.25	3519843.5	2896803.5	2447481.75	3149085.5	2981694.25	2724498.5	2864944.75	3295270.75	3338140.25	3342018.25	3013651	3246044.25	2875244.75
O00213	APBB1	Amyloid beta precursor protein binding family B member 1	2.61E-34	39785.32031	49944.42578	42793.73047	44359.95703	50912.46875	47418.4375	51217.13281	42012.95703	51381.00391	52991.34766	45556.14453	52384.20703	52564.15625	41794.21875	47868.80859	43373.53516	40069.63281	48726.48047
O00217	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.05E-26	206707.9688	242054.7656	237360.1563	245761.5625	247636.5469	204329.3594	251646.5	278587.375	276408.0625	262228.8125	239585.9219	220780.0156	219904.3594	221886.4531	220876	238116.6406	224816.9844	232045.5625
O00221	NFKBIE	NF-kappa-B inhibitor epsilon	4.56E-27	363612.9688	358827.2813	390063.6875	318425.1563	605909.0625	323111.4063	365123.5625	343629.1563	355699.5313	341172.6875	230858.5625	245336.2656	237001.375	352386.4375	321238.7813	288766.625	325278.5938	297978.0938
O00231	PSMD11	26S proteasome non-ATPase regulatory subunit 11	2.84E-30	669031.25	660199	691097.875	663907.625	663054.625	646309.625	646511.8125	659101.375	657235.375	703165.125	673783.8125	729559.75	688969.125	704678.25	728767.75	693471.3125	649189.75	662449.625
O00232	PSMD12	26S proteasome non-ATPase regulatory subunit 12	1.20E-34	199441.8594	173073.6719	192699.8906	183331.7656	184416.6719	195609.3594	177290.8906	174304.0469	193746.5625	185719.6563	190340.25	201484.1094	205679.7813	212682.7031	212186.5469	194855.8125	185340.0156	188466.2344
O00233	PSMD9	26S proteasome non-ATPase regulatory subunit 9	1.70E-25	561383.1875	612200.3125	624411	642853.125	701301.625	528959.0625	573221.9375	583262.3125	599103.375	536813.3125	580497.875	497757.2188	515475.5313	510665.5	492003.5938	517103.6563	523766.0625	506059.6563
O00244	ATOX1	Copper transport protein ATOX1	1.82E-29	374693.7813	397455.8438	381426.6563	358428.6875	326690	347497.8438	354000.9063	382298.625	347174.75	351868.6875	346946.875	304964.0625	292956.2188	307181.1875	272654.4063	282870.9375	282479.7813	336453.1875
O00255	MEN1	Menin	1.27E-39	185422.2344	181078.8594	176307.3438	199377.5	174993.8594	170853.5781	180844.5625	202165.8438	200951.1719	213774.2188	191990.0469	182949.3125	191890.3594	212640.0938	176880.7813	207339.6406	185018.8281	183404.0156
O00257	CBX4	E3 SUMO-protein ligase CBX4	7.90E-28	76612.60938	70540.78125	71735.36719	75114.4375	64851.84766	66794.57031	67782.76563	79331.78906	72136.45313	64415.41797	72695.89844	67933.38281	58632.3125	61152.06641	66553.69531	53868.77344	62233.77734	68129.21875
O00258	GET1	Guided entry of tail-anchored proteins factor 1	1.64E-16	203520.0938	146997.5469	173666.4375	165662.8281	191107.4375	150690.4844	192560.3125	NaN	NaN	208318.5781	206554.3438	83992.29688	177484.8594	150542.7656	140878.6719	157497.3438	197348.9063	171570.8125
O00264	PGRMC1	Membrane-associated progesterone receptor component 1	2.56E-32	697746.25	698509.5	673525.4375	713962.75	694866.1875	668475.5	732468.9375	793736.625	755878.4375	752991.6875	727876.375	718968.625	719103.25	720818	724772.9375	817056.75	691987.4375	709906.625
O00267	SUPT5H	Transcription elongation factor SPT5	2.33E-38	965218.375	1076347.875	1176770.875	1077960.25	1072229.125	1018791	1111327.625	1186184.75	1133848.5	1145391	1155072	1099431.625	1047069.75	1026972.25	1026677.125	1170263	1170141	1201727.125
O00268	TAF4	Transcription initiation factor TFIID subunit 4	2.07E-34	81475.3125	90059.50781	86042.92969	93110.67969	81130.5	88015.21094	91606.52344	85593.04688	76407.03906	82833.20313	78709.92969	77966.51563	74204.47656	79911.07031	73764.07813	77437.20313	69155.51563	78189.47656
O00273	DFFA	DNA fragmentation factor subunit alpha	4.51E-29	312615.8438	340162.5313	332399.1563	321725	317762.7813	305801.8438	327118.9688	361861.0938	342237.1875	321469.9063	317555.4063	292552.0313	291858.1563	288803.9375	284992.875	324487.25	313724.125	310233.4063
O00287	RFXAP	Regulatory factor X-associated protein	5.83E-31	596979.8125	829072	654560.5625	930810.5	690687.125	763402.5625	765057.625	716091.9375	691772.9375	681163.1875	706285	644989.25	481882.9063	730614.0625	444691.625	730817.875	680434.4375	269925.4688
O00291	HIP1	Huntingtin-interacting protein 1	1.15E-31	1238186.625	1200113.875	1433160.25	1099816.375	1248969.75	1224091.375	1182768.875	1099219.375	1122486.25	1124893.25	1189682.625	1059200.25	1179804.375	1256343.875	979778.0625	985576.8125	984398.9375	1207906.625
O00299	CLIC1	Chloride intracellular channel protein 1	4.98E-28	732303.625	710680.875	696333.1875	693505.3125	697540.4375	672513.25	694745.3125	728473.375	704132.4375	707456.9375	716626.9375	755036.5	740011.3125	723501.375	756891.75	807395.25	750148.4375	817115.5
O00303	EIF3F	Eukaryotic translation initiation factor 3 subunit F	1.24E-31	537914.6875	536291.625	528008.1875	571425.0625	531487.375	529714.0625	548655.8125	604445.1875	568323.6875	537239.875	548028.4375	579493	509804.5313	537792	554379.5	454755	413216.8438	471820.0625
O00308	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	8.79E-27	239409.1719	291032.2813	269606.2188	241913.7188	262170.5938	228643.4375	256768.0625	248149.7813	297394.4375	232796.5469	215990.2344	243580.5	236531.7031	209165.3594	223538.3438	221935.1563	273719.9688	193054.9688
O00311	CDC7	Cell division cycle 7-related protein kinase	2.75E-25	23266.67969	23389.14453	18028.24219	27099.63086	25780.91406	24646.4043	21842.15039	20243.25391	21161.99609	20353.35352	26125.63086	26342.01172	22421.07031	29318.93945	22553.12891	24236.50586	24018.88477	27072.56055
O00330	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	1.81E-34	792004.4375	895450.1875	844571.25	752763.3125	815218.8125	788360.25	916246.1875	856531.125	864489	756093.8125	797471.375	776212.375	742848.25	692211.4375	703605.375	723457.5625	662551.0625	723186.25
O00370		LINE-1 retrotransposable element ORF2 protein	0.010615059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O00391	QSOX1	Sulfhydryl oxidase 1	8.70E-05	16995.95313	22295.19531	23075.37891	8674.264648	13650.46875	NaN	20663.49805	19777.85547	19098.66016	3652.761963	NaN	NaN	8611.927734	13664.43262	8765.984375	14001.28125	24646.07813	37918.26953
O00399	DCTN6	Dynactin subunit 6	6.91E-24	232468.0156	224722.5625	232602.9844	238961.1094	220926.2969	239960.6094	200446.125	256839.1719	200666.875	199170.6563	208603.0938	207169.7656	191329.0938	213145.5	182540.1875	174571.3438	169915.1563	160918.9375
O00400	SLC33A1	Acetyl-coenzyme A transporter 1	2.81E-22	47009.38281	51599.00391	50862.65234	41913.87109	50102.30859	51365.08203	57415.02734	51256.46094	53969.60938	69110.92969	57256.02734	73090.25781	50240.94922	82447.3125	51825.19922	56433.78516	66420.22656	67854.39063
O00401	WASL	Actin nucleation-promoting factor WASL	1.14E-41	744125.125	806621.625	725318.75	743996.6875	773143.875	683310.6875	729700.5	734223	647845.25	772606.75	743095.875	687397.5	634330.625	677962.4375	608853	641640.625	557333.5625	601364.4375
O00408	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase	0.008738745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O00410	IPO5	Importin-5	1.58E-36	363736.5	276121.9688	245238.1094	237737.7656	281408.4063	340355.7188	206951.4219	137312.3125	222770.7188	228741.2344	173488.2031	269383.1563	329782.7188	357520.6875	389008.25	332861.6875	290484.7813	291048.0625
O00411	POLRMT	DNA-directed RNA polymerase, mitochondrial	3.48E-38	212510.0625	186769.8906	164809.9844	174293.0469	200637.4219	213787.4688	163849.1719	117041.6719	168805.9375	158451.8594	141495.2813	165766.125	187984.7031	221627.9063	208554.1875	205017.0938	204150.4063	213901.5313
O00418	EEF2K	Eukaryotic elongation factor 2 kinase	2.84E-30	80334.92188	82682.32813	83710.91406	73946.82813	93801.21094	71735.39063	79222.57813	84839.14063	72524.58594	77673.30469	76635.14063	73977.6875	76840.17188	76851.89844	73961.72656	70952.55469	61449.95313	68464.375
O00422	SAP18	Histone deacetylase complex subunit SAP18	7.01E-35	756005.25	794172.25	864733.25	797571.25	906281.5625	827360.125	941933.75	1009507.938	932537.25	828997.1875	904344.375	865328.125	840652.8125	838293.75	813951.625	799812.3125	821393.5625	913494.25
O00423	EML1	Echinoderm microtubule-associated protein-like 1	1.61E-26	133841.8125	164698.4688	133613.4688	131721.5313	140525.8438	97314.95313	117066.25	126903.7891	137043.125	109081.5938	125839.0547	114752.5469	111809.3516	130735.6328	109549.6641	102839.6563	118696.0547	131131.5156
O00425	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	5.23E-35	1317654	1400708.125	1381108.75	1456278.25	1420504.75	1354422.25	1377518.625	1432297.375	1348182.875	1323790	1271299.625	1266249.5	1133113.625	1136610.5	1096324.375	920650.25	933426.25	959916.8125
O00429	DNM1L	Dynamin-1-like protein	6.53E-42	453462.3438	445610.4063	405405.5313	434777.875	421514.625	456788.75	392301.8125	369186.9688	398877.8125	430281.875	373008.5	432034.4375	432815.4063	463287.6563	472310.4063	468520.8438	457440.1563	484572.8438
O00442	RTCA	RNA 3'-terminal phosphate cyclase	2.00E-39	282089.6563	307992.0625	296906.5938	278102.0313	251040.5469	306454.3438	255115.125	258518.0625	266214.4688	251294.5781	235356.3125	253269.4375	261713.4063	283134.875	269703.5	274542.5625	289239.4063	274498.2188
O00443	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1.45E-29	1162389	1299211.125	1085315.25	1058469.875	1018018.438	1202185.875	1090720.5	838888.5625	1037751.063	1094753.375	1090800.125	1117626.75	1094355.625	1042682.375	1045605.063	894325.1875	1058069.75	965379.1875
O00458	IFRD1	Interferon-related developmental regulator 1	2.80E-23	43406.34375	66817.64063	29358.10352	30323.5957	30600.91797	31648.43945	42119.39844	47615.57813	44073.17578	22381.19922	34958.98047	36401.59375	22568.91016	31377.08203	27913.24805	34775.97656	47307.30469	33533.77734
O00459	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	1.11E-28	123886.1953	123732.5156	120323.7266	112014.9844	123055.7422	132223.3594	107899.8516	106466.5	115891.6094	107913.8438	101477.3828	107104.3828	119018.0938	95570.10156	111320.6719	99750.89063	100779.7344	129756.2813
O00461	GOLIM4	Golgi integral membrane protein 4	1.30E-39	294409.25	270891.7813	279075.125	274982.4375	274634.4063	266652.375	285829.25	264812.625	265884.4063	228050.3438	251875.5938	231982.4844	213710.3906	226570.2813	221092.5938	223573.3594	210188.6406	227458.1563
O00462	MANBA	Beta-mannosidase	0.000187574	NaN	NaN	NaN	NaN	NaN	NaN	189068.9844	NaN	NaN	NaN	168081.8906	182504.9688	158674.5313	216598.5313	151049.125	79725.32813	83097.49219	161244
O00463	TRAF5	TNF receptor-associated factor 5	1.25E-05	40441.08203	29049.92773	30843.8125	30517.9082	25594.61914	NaN	NaN	16790.95508	17266.00195	49611.28906	24363.25195	20620.63281	45440.71094	38494.34375	47958.95703	32684.65625	NaN	NaN
O00468	AGRN	Agrin	2.32E-22	483332.625	739478.5625	463350.8438	570169.8125	421623.2188	435748.625	602984.3125	470209.375	372177.5313	468000.7188	443595.9375	445925.875	471590.1563	463586.4375	384292.25	289404.875	366988.6563	344171.1875
O00469	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	2.90E-39	8657181	9036257	8694964	8859590	8113685.5	7534431	8444186	8842592	7916498	8779119	7676767.5	8030245.5	7797368	7824556	7398821	7092637	6993471	6648948
O00470	MEIS1	Homeobox protein Meis1	4.09E-30	86264.38281	89113.74219	95857.14063	99710.21875	89972.9375	89986.46094	95060.125	86427.50781	70987.25781	81632.16406	95818.71094	78434.94531	78519.75781	90399.83594	82371.375	79463.85156	77189.92188	75096
O00471	EXOC5	Exocyst complex component 5	2.38E-41	221421.6719	196612.3125	199657.0625	204118.0938	200874.5469	223164.5781	182316.9063	155612.7344	171567.8438	189802.4531	181395.9063	180057.5313	212809.0781	203856.0469	207462.25	193156.2969	185379.25	179650.5625
O00472	ELL2	RNA polymerase II elongation factor ELL2	0.00180503	NaN	NaN	NaN	NaN	NaN	107268.2188	NaN	NaN	112547.3828	NaN	NaN	NaN	104004.25	97672.57031	NaN	NaN	71428.0625	NaN
O00479	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	4.17E-14	122651.0078	106661.3281	125838.3438	122317.3828	103281.8203	92650.29688	107343.3594	99272.13281	113359.1328	111321.5703	100588.1172	110412.6797	67285.22656	99456.21094	73989.15625	75928.16406	99708.60938	73206.78125
O00483	NDUFA4	Cytochrome c oxidase subunit NDUFA4	1.29E-18	218905.0313	234939.9375	211012.5	249303.0938	219861.125	255299.2656	242984.1875	215578.4063	259976.625	216182.1563	222505.625	213781.4688	238207.0469	228505.2969	228359.9844	290524.1563	281311.625	216479.5938
O00487	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3.36E-33	341429.7188	356624.9688	379059.4063	362186.0313	351251.25	329900.3438	376730.75	392413.4063	351758.5313	373489.6875	361661.7813	347615.7813	352201.75	339579.0313	349357.0938	329233.5	297511.7188	297396.1563
