Accession	Description	Sum PEP Score	# Unique Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3
P55072	Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4	1152.688	72	918426714.9	38739501.91	965441292.4	54426692.47	1072944093	32439917.64	851825269.8	102576994.3	900122391.4	75121796.05	834209187.9	74365334.09	961946545.2	216201570.7	821600044.2	178947331.2	787521876	171487673.9	770002010.1	290605415.3	632944124.3	226192749.1	703962941.3	275355971	451665144.8	610785401.3	487595503.3	632940498.6	484921157.5	713280501.6
P52272	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	1150.492	65	1125960748	52472867.22	1131967169	38623258.99	1255329021	49829313.24	1045640979	81931774.2	1047631524	93712673.29	1019850058	94467867.23	1100737222	191521042.5	958415365.5	186297669.9	956612988.7	184225238.9	906202910.8	294190384.8	855955273.5	282526493	922490836.6	310683329.4	545968661.9	679303158.6	584013489.1	739772145.1	661396452.3	801949539.8
Q14980	Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2	1149.659	123	196103412.1	29734321.15	204972916.9	30893056.08	270572416	40939340.15	223444814.3	41381993.34	231730360.3	38129625.76	213391963.2	37561613.53	254557922.8	64882981.63	186948637.4	54927452.59	207959981.8	67344949.73	176189000.8	86517416.44	161712110.9	71541232.23	193116057.6	74211655.43	146338284.6	174641661.1	135748068.5	194827094.7	140785821.3	210075742.6
P30101	Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	1148.186	49	1993310648	46129034.53	1923598691	41355862.66	2056768759	53305577.72	1716364816	135955608.6	1620636261	138278028.6	1778716189	130303646.7	1881625456	352033726	1716571418	306938279.5	1663581953	305675466.4	1465150200	472421527.3	1374168105	403626440	1658636517	495250523.7	887213834.8	1369931502	1010777107	1434971659	1028830393	1552806125
P48643	T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1	1146.246	54	944249717	87825342.03	1099054420	806652466.5	1378556626	796792419.4	941226345.8	196432334.8	966887772.5	199808588.6	936493023.1	189796912	1026857505	368795234.3	848827877.4	330746546.3	1020454482	375103859.3	796427946.5	398817710.7	648728971.9	341869236.7	776987679.1	423238515	462525547.7	684978836.5	999317010.2	697204130.5	528611444.1	732656096.7
P20700	Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	1116.013	62	657603176.9	78428623.58	705962332.6	60121642.42	843772986.3	73063036.98	613460586.9	101919624.4	642544493.5	107229341.4	560075461.2	80216803.25	652462019	180104393.5	576905672.5	142829959	561337068.3	149041014.4	572018152.1	237243378.7	461582564.6	193742338.2	517942335.8	234697331.9	378758475.8	442436271.1	390770056.6	490682156.1	425794507.3	520688790.9
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	1104.881	35	2425332761	69360230.25	2592335080	57837659.28	2569865994	62609792.56	2266091153	184213750.3	2181926202	179402186.2	2443490734	197968136.2	2324439164	407062411.2	2335963402	421475208.2	2169858991	390189050.2	2016816840	584451478.9	1825005749	531723249.3	2248760397	655439122.1	1306267001	1306637369	1485063980	1541584157	1539750672	1567100781
P46013	Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2	1093.919	121	151788861.8	15179550.32	197106134.6	17884763.25	219471363.9	21660049.01	177810923.6	23132896.13	177572857.9	26126560.93	158534024.5	21434394.97	167817973.4	48996756.47	122959325.2	40454891.81	141903060.1	42123968.09	110068699.2	63856678.38	100058025.2	61033984	110607843.3	69592994.83	48136304.05	106720954.2	45142220.34	116328305.2	46679643.58	125560960.9
Q92616	eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7	1084.168	113	272783432.4	23303675.04	328727609.5	13534667.83	400605742	39569889.9	343796406.8	39045897.47	334141352.9	23971340.41	276291211.3	27179887.61	357409615.4	59783749.73	310103248.1	54636919.61	324581730.5	63040042.61	302990294	105244434.3	257786972.2	75897712.5	300292576.7	107909818.4	180675078.3	202470079.3	223972984.3	237382756.3	226999299.6	244049677.5
Q13885	Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1	1080.135	7	28600035.88	1924129.125	31154879.38	2332357.031	35903696.63	2544861.5	33043827.5	2592584.688	32671089.81	1812507.375	33115461.94		34835103.31	2810339.5	26783752.56	1785648.375	32495779.81		28837448.13	5908427.25	28837263.88	2596459.563	20560810.94	2030073.594	15785261.88	17304779.63	11099508.25	14013800.5	12249156	16894584.88
P49368	T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4	1076.751	49	1032216050	48031782.03	1306333277	38807702.75	1497096953	47398968.75	1293132129	119998220.3	1323333220	124126888	1189535410	118718246.9	1439759043	292872036.5	1179066178	227789161.5	1126574039	247107551.5	1106289972	341265719.3	887158037.5	283979626.7	1077503584	351422519.1	672639383.6	743831552.5	687269842.2	778293361.1	768261335	842462085.6
P06748	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	1075.101	32	4152216810	291915955.1	4476335864	178477478.9	4778094800	225705914.6	3748375758	375865027.9	3792624061	343253455.8	3660574091	437386187.2	4310513632	765502679.9	3886467368	775167724.1	3830111668	739246591.6	3370991873	937582051.5	3043088121	940751544.8	3472982975	1065800336	2289694847	1933499337	2441344601	2101464004	2749346638	2332667339
Q14152	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1	1069.972	110	445023244.5	13338148.02	526796604.2	21601227.09	590620434.9	16164821.55	576247441	43766633.89	611481422	43621614.43	529006675.8	37955921.27	662747205	99614005.42	557780873	95062237.96	592713077.1	109503150.9	478904134.2	148026755.3	457152697.6	145730639.4	552089921.8	169990254.9	333733697.5	382762465.7	357086166.5	415529237.9	388146890.7	456290697.1
P07237	Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3	1051.098	58	1024532044	29423097.59	1065904802	30272946.84	1192632224	25332258.13	908909313.8	73938827.47	891900101.3	81428597.03	927080993.3	77310199.75	980461809.8	186791460.5	854401927.7	155659214	822657613.6	157774844.7	861060492.1	267703591.5	734611427.9	242127231.3	877231270.1	279438999.7	527980849.3	692762942.1	540931970.8	714649724.2	596640855.6	806525161.4
P06744	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	1046.741	42	1553000675	36699943.25	1679483832	30957452.31	1825025493	46030004.09	1547089772	110422865.4	1571515229	113365779.6	1553357637	97884500.54	1766191452	284869351	1519888349	258956841.7	1388227282	242129352.4	1484568353	427239989.9	1125919646	321991613	1539072084	436296879.3	983008617.1	1033384411	1024671688	1076339423	1094440847	1176351396
P06576	ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3	1039.695	34	1645014695	61454826.91	1654620292	63045902.42	1901407416	69774030.81	1592430680	213053079.6	1555340519	188536105.8	1553533895	153099838.9	1757391586	329531597.2	1464561733	345798700.5	1366570386	285262694.7	1339087332	465839953.8	1102690987	335777058.9	1331776831	411956336.5	944032391.6	1053906100	946415223.4	1024190701	1040411682	1081358139
Q86UP2	Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	1038.301	92	266761147.7	4264243.242	298378209	12048217.66	352625426.1	7661843.172	297997595.4	15988575.2	308791720.2	25717719.3	281566388.3	21458618.21	339132071.9	46374979.81	264949086.9	46091159.64	284354972.9	49250919.38	265972627.5	64983365.75	219410528.1	64189733.27	263965589.3	71570003.53	184401448.3	177298473.7	196006532.6	275653896.7	202342112.1	201017455.7
O75533	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	1038.213	66	385364529.7	25679943.7	402983064.1	26073601.84	444413814.2	23889341.11	322697480.5	35066734.23	352953307.4	35882251.39	324303899.9	39723118.92	354713668.6	71956663.28	302730772.9	57738704.3	311098294.1	59943311.76	274948037.2	96938896.13	251224739.5	82191093.88	302789161.4	101774108	164475281.8	199479933	171640777.5	226842611.9	203172280.3	243659539.3
P04075	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	1038.062	31	2739821969	113384353.8	3096682653	106461744.2	3668743393	154398847.3	2951482351	250514330.8	2721538568	246059578.6	2758312161	232134590	3348484717	633261634.2	2681317170	485980757.8	2624229593	499817077.6	2511581964	750161217.7	2099658417	619200136.7	2553359687	731411555.9	1527732427	1602794859	1553980822	1692972209	1753080643	1883934063
Q9Y490	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	1034.541	97	138311445.5	19663755.14	174478581	25134662.8	228443005.5	23212863.53	204751594.9	24096301.13	204647210.1	20624949.44	174428950.5	25524414.2	213729531.5	106356115	183693841.3	78570551.64	203966631	78024235.7	176842231.1	80241309.52	173970928.4	64347621.5	178776337.5	82604882.54	128520793.1	152105810.8	117807130.4	152822780.9	148929587.5	193605800.9
P11586	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4	1032.544	64	613715847.2	15301723	694401737.1	14837358.97	827945008.1	20043828.44	682941285.6	44487496.19	665529311.3	45457173.29	605205972.9	42752862.5	754888125.8	118603397.5	634532016.3	102838579.9	655093301.4	107390289.9	586226625	196168043	492679832.2	143951718.2	612010735.9	175870848.2	386773640.3	424359223.1	377117484.5	433237448.9	409054420.9	497567682
Q08211	ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4	1028.913	67	760940042.5	25721110.11	830840517.3	29315988.94	940264979.4	25072209.94	835911033.8	67537391.97	891509980.3	72704930.25	780104963	64532596.2	924445032.8	160145053.8	805653625.2	138965848.7	823177865.8	138633316.3	744985094.1	224314319.1	670175792.5	199599488.4	818695889.8	243416995.3	541565157.8	583903516.6	597559272.7	620930215.1	649979710.2	733942284.7
Q92598	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	1025.649	53	649471383	16792931.03	616764547.2	25301756.05	687048002.1	21607555.06	576259036.3	36865455.34	564660626.2	40963533.72	569162204.6	42816266.33	686185529	87325994.94	575468930.2	76167595.75	560795139.3	77295994.69	504829899.3	128865003.6	513922959.2	116089434.7	535601389.8	124951356.4	297703616.7	339834388.9	311178676.8	375827035.9	352675446.2	398986362.9
Q9UQE7	Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2	1022.847	92	299186686	26559639.95	325433574.5	34060989.54	366804904.4	33220570.36	285010972.6	37785778.43	283709560.2	44285138.75	251579961.2	35052837.22	268370844	69848917.84	256364039.4	69261238.08	255076943.7	89845693.47	226826969.2	108863954	203434449	89376478.34	229196286.5	110255389.5	137146941.9	227090318.9	163022734.2	235503363.7	144290894.4	269671143
Q05639	Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1	1016.887	21	800436905.1	28163320.5	943319926.6	27100415	1034012659	28426262.97	940169050	57395351.59	1066921713	61388658.56	966690281	51421664.38	1082734388	129511863.9	1069825604	110649008.4	909356006.4	132805455.7	909988904.6	199743304	719512954.6	129766915.6	858461966.2	168909979.1	706678100	521508166.9	836128428.9	506567402.8	842047677.8	581473999.9
Q14683	Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2	1016.016	103	264380666.4	13959629.89	292310924.3	17261900.66	363651829.8	19700986.34	275906319.3	24350025.77	281123466	29021286.44	240497073.4	28485276.08	273239658.6	69580269.03	232980875.9	62566591.06	235916026.8	65635968.54	223559824.7	90974020.48	183818906.3	77985004.66	232007559.9	101062225	116568592.1	216047705.8	133417288	253995224.8	138661758.2	281178202
P53621	Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	993.904	76	313896632.2	10436878.8	354768875.3	16714179.42	375771212.3	15045971.9	306779489.6	36820709.55	298638562.3	30703952.45	301307006.5	27959497.95	318478369.6	69152093.88	278762827.6	64721927.14	310322666.8	62941917.02	276241233	101568462.3	241242733	84747488.69	287410998.4	108184884.2	167361542.3	248674552.2	159083143.7	265521855.4	195492404.9	297475831.1
P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	988.406	49	1060141068	41452433.61	1040847741	34514379.36	1104456170	38378790.13	851667916.6	72716722.67	860919375.7	77322489.29	833625013.4	71982399.2	920718092.5	182694665.2	782859355.1	157882813.6	755483062	143191766.5	734488340.9	254776654.2	692839661.7	222412074.1	784013017.1	269316545	565903195.6	555512080.7	603654495	651343539.7	667140721.6	666580389.4
P67936	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	981.759	25	275284298.8	8257081.438	334426705.3	11437435.19	334846853.2	13620927.56	271412676.4	21218059.81	247943095.1	25555467.28	266005920.5	25623206.72	307931034	62623112.25	245591665.9	59686554.16	411469618.1	70990672.47	294957306.9	110486888.3	221224741	73228328.16	233479676.7	88280735.13	164898859	204088945.6	164103414.4	200437641.8	152007003.1	214203326.9
P00966	Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2	979.582	34	1707802439	49912395.81	1806793848	42945516.45	2126370340	51365728.7	1829987505	121452568.2	1888124161	132664486.4	1847881565	128927431.7	2103540384	300552611.2	1677083380	272599406.9	1677703487	259379761.2	1567155858	423822002.2	1279822887	322256726.4	1666620771	427446302	1053552504	1263926265	1080009000	1293006909	1169662135	1473176983
O60506	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	956.746	41	486418737.3	17207234.44	534412288.4	12871131.22	502293450.5	17762100.09	419636535.6	28112619.13	416652327.1	17483208.73	416908016.3	33916479.09	470878185.8	70394771.06	422371812.9	57956117.69	400774032.8	58546059.25	388313637.4	103529067.3	324912347.8	74066806.88	422894324.7	125803379	243137851.4	232116406.1	278309112.4	250083139.5	269695140.7	274861368.1
P60174	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4	955.995	35	2217505766	82777549.91	2477121477	83604111.13	2771117052	85348581.34	2258037439	182003038	2167286749	192018017.9	2162102933	207595542.7	2501230896	442692798.9	2161115139	404322392.5	2035470935	388375228.2	2151130704	650714256.1	1679996094	535928289	2127164851	639091419.3	1450327701	1428701299	1431307360	1419123118	1611916476	1595863984
Q02790	Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3	954.422	46	557628698.4	12397131.36	612254438.2	17092857.68	676216091.4	22466087.42	559374936.2	40288433.08	517285421.7	35350984.66	571707274.7	33221970.16	596796123.8	83832839.03	548815870.2	82820995.61	497017661	72300584.01	510174285.7	132109077.6	451323875.8	109909161.9	573112957.8	125339988.2	311206328.2	291096508.4	364897202.5	316842741.2	384543406.2	330209065.7
P50990	T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4	951.927	52	1157463026	74691118.84	1242277692	64238312.44	1362369000	69668558.13	1171021927	116744720.1	1107953588	106279103.4	1146660006	131634118.3	1288355495	262379808.6	1104724769	221830746.3	1088790014	218664223.3	1026050195	321147495.7	912532845.8	286133461.7	1101616805	343060304.7	667850651.2	726152881.8	687830535.5	770102026.4	748718667.4	852590008.9
A0A2R8Y4L2	Heterogeneous nuclear ribonucleoprotein A1-like 3 OS=Homo sapiens OX=9606 GN=HNRNPA1L3 PE=4 SV=1	949.073	1	34022486.5		41949914	781345.625	37432717		32954529.5	1674991	30887440.5	2241906.563	22375296.25	2299208.625	24903079.5	5335471.5	29783789.25	2697700.75	30632025	5762469.75	26220384.5	5462147.375	22423688.5	9311714.375	23688568	9080011.5	10787991.5	26980365	8843747.5	17983075.5	12586564	26370804.5
P50395	Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2	943.09	36	377008874.3	12429471.41	379136539.2	10225427.28	437349452.8	13277550.38	387887636.6	24698683	350402415.6	20723541.53	346816414.8	22747008.08	427464796.8	58376497.94	342527885.7	47146499.19	313520215.5	45852301.75	330102798.3	82009586.78	263080936.2	69282890.69	335033276.8	83995955.34	222118446.8	234336471.1	227701189.6	223210311.1	251211922.3	260858546.6
P22314	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3	941.62	58	1063376956	23957887.73	1208876327	24683331.13	1252901297	30398590.66	1015838865	71041312.64	1044441066	73523690.13	1026761376	74213070.8	1125540399	169851797	964593858.7	137396150.1	907009172.3	154993968	966186471.8	277837490.2	746551521.1	208770119.4	875570993.7	259059785.6	569513436.2	632239908.1	535896742.5	633974864.5	654688757	730100906.9
Q04637	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4	939.38	58	291740086.4	11523511.73	347740464.3	12566443.56	425583920.7	17522974.56	363186369.6	37380785.27	395509782.3	45732276.84	346368528.5	37928869.18	389758012.6	95037626.24	325013608.8	88962761.73	350959517.2	98723370.56	307843684.9	141659657.1	274423980.8	126229621.8	332239517.7	152866535.7	160852245	283018517	164506841.9	306373467.4	172926854.3	343176113.8
Q71U36	Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1	937.631	2	13340310.25		20726084.5	1773885	32037867	2939008.75	10286598.5	1250205.375	19753088.13	3170562	20432280.88		15769271	4127180.5	19670254.75	5569843	19225959.75	3120010	20390978.75	6260070.125	17471698	7080032	15806500.63	6176736.75	12110358.75	14697356.56	11530104	15204762.63	12545863.63	14595664.25
P60842	Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1	936.92	19	724320619.2	14609760.47	742260332.4	15180251.06	893447018.6	15252469.66	694949977.8	55866778.28	670163410.5	52722940.59	600554415	47846156.22	813725132.6	152001645.5	600262954.6	110379696.1	624117020.1	121097489.9	631023981.3	200196386.7	524347532.7	165690344	632597909.6	202303746.8	383412839.3	407420686.3	389646502.7	437157758.9	431827331.9	455147465.3
P50991	T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	936.604	38	858163758.9	27533817.5	1017830869	23802768.73	1175285733	23528302	1126451863	77731865.53	1074283575	68356803.11	959990522.5	60216496.46	1242717877	172320005.1	1092266150	141729061	959526298	155090685.9	946388239.3	236215451.3	826797891.9	212006883.3	967871974.9	244917613	654254073	675487259.1	704339405.1	692187056.9	761419982.7	716046519.3
Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	934.087	81	184515967	27296537.85	164132825.7	27316460.39	249359538.5	36551739.25	189120499.1	32439552.81	188006736.3	41234493.98	175163852.7	33115895.72	173581651.9	57644764.92	149696037.6	49203950.75	160338151.2	56242885.78	134935176.6	74844797.41	130816470.7	65601237.98	136796033.9	80499857.25	87271516.93	152444963.4	89441787.29	179556904.9	107052658.2	189679572.4
Q9BQE3	Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	931.733	3	135487930	2574152.75	166484407	4388150.281	187531266.4	8319581.25	142402759.4	13716368.5	160372995.6	15083720	155903129.2	14341769.25	155945247.9	25790065.88	148431733.5	25161429.38	160198321.4	23025747.13	119382321.3	33297168.25	115304037.7	36320239.5	144275087.4	43691721.94	99388484.56	99242009.75	111719440.1	105181916	117484444.1	115122270
P13667	Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	931.299	55	546533280.9	15471228.16	579725066.1	12032444.31	688569408.6	16915326.34	495740966.8	33398751.8	505887672.5	37265089.13	486293506.4	31803819.25	512814765.3	84719157.72	446021319.1	75430037.97	412855509.8	89572366.13	432148688.4	127860609.3	379045957.3	109651844.3	420597895.9	137217720.9	262876219.5	430622948.1	256149610.8	443513934.5	284744706.9	485229370
