Accession	Description	Sum.PEP.Score	X..Unique.Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
A6NIK2	Leucine-rich repeat-containing protein 10B OS=Homo sapiens OX=9606 GN=LRRC10B PE=4 SV=2	1.841	1	NA	1070869.938	NA	1269313.406	NA	1968542.063	NA	1184703.125	NA	1136165.719	NA	1368790.031	NA	NA	NA	1264091.938	NA	1281072.188	NA	424429.3125	NA	598552.8125	NA	1052066.375	NA	NA	NA	447186.875	NA	NA	NA	1266143.375	NA	1478667.313	NA	1124715.031	NA	1501005.313	NA	1306829.375	NA	360883.5313	NA	1566482	NA	1665034.781	NA	1359217.063	NA	1292966.5	NA	1976956.313	NA	1023810.125	NA	NA	NA	NA	NA	NA
A6NJ78	12S rRNA N4-methylcytidine (m4C) methyltransferase OS=Homo sapiens OX=9606 GN=METTL15 PE=1 SV=1	8.523	2	854937.8438	NA	1010187	NA	424577.4688	NA	862360.6875	NA	886558.8125	NA	764889.1563	NA	344265.5938	NA	298556.3125	NA	922586.7813	NA	477187.1563	NA	291061.8125	NA	707706.7188	NA	NA	NA	NA	388994.375	NA	504412.5625	526854.3594	NA	925245.5	NA	745610.2188	NA	873762.4063	NA	386077.9688	NA	NA	NA	NA	NA	674750.9688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJL1	Zinc finger and SCAN domain-containing protein 5B OS=Homo sapiens OX=9606 GN=ZSCAN5B PE=1 SV=1	2.12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5709172	NA	NA	NA	NA	NA	NA	NA	4469564.5	NA	NA	NA	463694.8438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NKD9	Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1	29.073	6	3528060.75	NA	5431951.188	NA	6738077.938	NA	4197335.656	201294.9688	2503405.531	264509.125	2970477.438	NA	3893926.813	517100.625	3524765.281	582865.75	2128697.188	339175.3438	2327831.156	957954.1875	2292176.031	709306.125	2152732.219	1061416.469	1125768.219	1786390.875	1034462.125	2322251.313	406090.0625	2306687.75	3649128.719	272638.5313	3696255.063	470111.5938	4591659.688	NA	3250492.125	1091807.156	2580765.969	430869.8125	3221279.938	787396.0313	2557126.844	1122852.969	3017165.625	901190.6875	2423008.203	1555517.563	2017456.813	1343539.125	2252419.234	1064935.156	1957204.313	1165191.281	1755888.156	2044436.5	1144843.875	2198196.219	1211671.875	1340322.188
A6NKF1	SAC3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SAC3D1 PE=1 SV=2	33.996	7	4812179.938	NA	5448754.813	NA	6469920.938	687114.9375	5168802.813	1815832.5	4710971.375	1208719.563	2877168.875	633222.6875	4843891.5	1896222	3974679.563	705906.6875	4204326.688	301250.8438	3585304.625	1356273.063	1651778.969	1580260.656	1551840.75	705721.9375	NA	2641898.75	1741969.313	1935582.438	566700.3125	3041626.688	8178583.688	3408311.938	7182182.75	5022967	8909252.406	5058853.938	6459160.375	6792396.875	8264213.563	4217812.188	8905562.313	3900879.438	4036438.094	3952659.5	7652511.75	2612314.063	6563665.438	2285770.5	5206372.438	2680396.25	5709654.438	3550936.406	5893075.813	4092165.875	5327574.625	2604127.625	6020906.625	3693866.969	5156326.813	4342146.938
A6PVS8	Leucine-rich repeat and IQ domain-containing protein 3 OS=Homo sapiens OX=9606 GN=LRRIQ3 PE=1 SV=1	2.081	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A7E2V4	Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1	2.546	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	385685.4063	NA	NA	NA	NA	NA	527796.1875	NA	502544.4688	NA	254139.0313	NA	303287.1563	NA	NA	NA	540378.25	NA	427450.625	NA	301659.6563	NA	530079.8438	NA	242676.4375	NA	340239.8438	NA	554495.6719	NA
A8CG34	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3	71.29	1	5441509.438	NA	7560351.313	NA	7338560.031	NA	7665973.906	406450.7813	7395016.594	NA	8285556.125	302542.5156	8538600.063	823452.6563	8876721.688	1563860.75	6472734.313	840166.875	9096292.344	2354459.766	7776309.297	1243940.344	9938572.531	1129499.031	15092003	2695227.531	21228838.52	1745454.094	20585347.5	2616233.563	NA	NA	671366.0625	NA	456298.6563	NA	485554.9375	NA	NA	NA	514747.625	235018.125	446325.7188	NA	506090.4375	NA	NA	NA	324822.0313	NA	405082.6875	NA	392932.5313	NA	NA	NA	NA	NA	NA	NA
A8MPP1	Putative ATP-dependent RNA helicase DDX11-like protein 8 OS=Homo sapiens OX=9606 GN=DDX11L8 PE=1 SV=1	2.32	1	1391114.125	NA	721622.6875	NA	811648	NA	1011640.188	NA	1009435.688	167172.3438	673656.1875	NA	1020296.313	183017.5313	661682.5	NA	500584.9375	212474.3125	824413.625	504520.8125	752807.8125	NA	1289165.625	533427	660960.9375	1616574.25	754233.6875	1112590.75	843946.5625	1622306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MQ03	Cysteine-rich tail protein 1 OS=Homo sapiens OX=9606 GN=CYSRT1 PE=1 SV=1	17.33	2	4699839.125	NA	3886953.375	341281.9063	7272322.125	222726.75	3967443.875	NA	4459986.813	225563.7344	4394716.688	NA	5575404.75	654030	3875458.75	230353.2031	4405713.938	615029	3949412.875	524958.875	3703741.188	473462.0938	2107041.75	483024.875	836572.625	650810.8125	1146066.875	827890.375	1239021.5	660255	9834380.375	208420	12056737	322179.625	11205112	493325.125	10912369.75	1696082.938	8864807.125	1925920.063	8494117.25	1889493.375	8619494.375	2606659.313	8302801.875	2190658.906	7667152.25	2003819.375	9979722	4017043.438	9691462.75	3260043.375	8099315.875	3080685	5972503.625	4313521.25	5530702.438	3492271.563	6186275.875	4079358.875
A8MT69	Centromere protein X OS=Homo sapiens OX=9606 GN=CENPX PE=1 SV=1	4.125	1	443869.5938	NA	995996.875	NA	1291357.875	NA	970902.0625	NA	897726.75	NA	854730.0625	NA	NA	NA	NA	NA	1499706.938	NA	1291141.875	NA	1245758.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	858230.3125	NA	1973526.938	NA	885125.8125	NA	1193576	NA	695014.75	NA	1028592	NA	747123.625	NA	1068998.25	NA	881339.625	NA	NA	NA	838077.0625	NA	570667.4375	NA	999823.125	NA	923162.1875	NA	NA	NA
A8MTT3	Protein CEBPZOS OS=Homo sapiens OX=9606 GN=CEBPZOS PE=1 SV=2	4.325	2	2046969.25	NA	2097084.875	NA	2430518.75	NA	1384253.5	164358.0156	1498925.875	220007.1563	1208558.25	181061.7813	1423686.375	631548.5	1259409.375	419927.9688	1224339.5	486553.7188	1240742.625	895663.1875	993759.6875	980135.2188	1515123.5	677862	692768	1857907.75	768890.5625	2128607.438	840205	2565873.5	2580938.688	NA	3533927.375	NA	2712708.875	NA	2538955.5	NA	1311269.25	NA	2042935.219	NA	1674759.063	287180.1563	1935719.25	384668.4063	1626471	452889.7188	1412351	572253.9375	1553077.875	475101.625	1258797.875	573522.5625	761377.75	882036.1875	827253.5625	1018814.438	761343.5	960316.6875
A8MXV4	Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1	18.421	3	1256915.25	569140.5	1058590	432586.4063	1432576.125	700944.625	762614.375	430334.4688	1004077.688	680233.125	1023273.188	456569.0625	563254.625	551691.1875	996530.1875	558030.625	982226.375	732962.4375	971105	508727.4688	603670.25	538556.9375	680688.125	477020.7813	646567.0625	629261.375	679791.8125	767560.9375	813799.5	812356.875	907259.75	NA	1434818.25	584357	2818061	551100.375	1089743.75	627494.125	1341882.25	581536.9375	1189210.75	469802.75	1159477	675339.25	781382.125	525660	1102121.375	487390.9688	1028729.313	594077.75	1322901.25	694994.375	1068803.25	499951.5	863363.5	478055.875	943603.6875	630283.3125	1058603.125	782942.5
A9Z1Z3	Fer-1-like protein 4 OS=Homo sapiens OX=9606 GN=FER1L4 PE=2 SV=1	6.097	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9PRG8	Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2	30.377	5	3899077.906	930470.625	10835068	731390.0156	14507770.31	1002383.375	12885100.03	1381517.75	11924001.91	1800233.344	10778018.88	1658132.375	13187994	4308663.875	9113090.844	3911185.688	11869874.06	4084958.844	8991018.844	4657882.938	7671795.625	3850718.406	9249601.969	5686533	5073071.406	13178860.75	5145721.125	13891169.5	5021986.188	15571119	7761142.125	884457.7656	11002204.81	803419.25	8068534.25	837196.6875	11640961.75	312258	10106577.38	746571.0625	9964868.625	365452.6875	7407302.438	1863773.75	9632407.125	2291171.5	8416009.625	1235186.75	6576270.438	1771218.5	8475551.25	2763650.063	7032883.688	3237923.969	2060804.375	2581283.844	2345522.469	2801210.813	2920937	3157283.875
L0R6Q1	SLC35A4 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=SLC35A4 PE=3 SV=1	25.656	4	11991774.06	679087	10427791.94	1164707.625	12475678.75	2106343.625	8300973.625	NA	7818482.75	1496958.438	8712657.75	427856.875	7735801.25	799633.625	6540543.75	1447123.031	6342563.063	1120498.75	9060149.063	3060358.563	6484668.125	2015432.594	7528870.5	2047726.375	3570421.563	5885583.5	4342487.375	6274400.875	5828546.375	7896708.563	15835616.5	NA	15957423	NA	15384759	395300.4375	10870178	403520.3125	11781240.88	836406.75	9078470.625	669516.5	8348941.875	1150082.75	9360989.75	690004.125	9094598.125	728469.5	9178906	1863152.406	8974184.375	1888454.625	7886163.875	2451827.531	5929551.188	3678781.875	4041014.625	3513565.938	7341371.75	4543145.563
L0R819	ASNSD1 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=ASDURF PE=1 SV=1	33.443	3	7348503.563	527034.3438	8500319.75	218998.8906	10748116.63	925433.0313	7610308.938	318941.9688	7460237.75	1229257.281	6630583.563	NA	8140052.375	948477.5	6322751.156	558206.5	4675822	709930.1875	6745686.688	1343907.969	4014973.281	1217940.625	4569149.813	1447632.406	2884306	3171569.5	1858727	2937313.563	2780403.438	3689647.125	7915799.125	253807	7819792.563	312210.1875	8773048.813	276685.8438	6687272.938	368518.0625	6967093.594	368840.375	9090320.438	NA	9339698.531	474244.875	5595795.875	432839	4791131.5	525015.1875	7535578.844	571435.9375	7640481	895707.8125	4485052.219	721628.6875	2392015.219	1027011.063	1808791.5	839491.125	1928319.594	935715
L0R8F8	MIEF1 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=MIEF1 PE=1 SV=1	13.904	3	5665633.125	1115561.125	4524441.125	572624.3125	4897719.875	349399	5219760	845178.25	5058558.313	982304.0625	4220430.063	970389.125	2260011.125	1305314.625	3988789.313	1143828.125	4171871.875	1282130.047	3782331.031	577321.25	2693249.625	1370026.625	3321094.938	1131103.281	1372899.563	3799935.25	2016744.813	4446603.781	1762949.938	4073903.125	5157256.219	1286347.125	6766595.688	1460545.375	5915735.813	NA	4736507.75	1260410.25	4938356.063	1144839.25	4327130.938	939445.5	4486191.25	1236794.516	4118044.438	1566760.922	3915442.875	1339647.516	2116149.031	1222560.5	4468183.156	500066.4688	2326338.031	612056.0781	650344.5625	1875894.344	286139.25	847447.375	576669.5938	1087218.531
O00115	Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2	15.151	5	3973269.875	1675883.563	5354549.25	1276925.25	6638703.688	1902437	4070019.719	2724899.094	3151149.25	1576677.469	3841279.438	393451.0625	3408524.75	2376702.656	1939751.75	1102311.5	3040375.5	1579340.375	3009536.594	2628769.844	1974493.438	2423544.25	1664092	311322.3125	2032853.188	2846463.781	480274.25	3100366.625	878118.6875	3262366.625	10280199.53	347877.5	11301234.94	1674354.125	11469844.91	1346584.906	9270775.125	1326978.094	9963209.938	1739758.594	9461527.438	1270047.031	6708121.344	879175.125	8384231.5	501421.125	8980977.938	1173543.5	5420250.906	1187907.688	6511512.719	788308.3438	7639296.563	815042.75	3888825.422	894384.3125	4010832.813	1135243.094	4730183.531	1234435.813
O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	289.061	30	796385426.3	15073474.59	461789800.6	22448763.25	462113215.6	25492734.28	493488816	19948239.83	367715821.1	25634040	538725483.6	21251134.56	454745198.6	29617376.97	572897086.1	31529255.78	541833908.6	34853018	450253843.2	44991397.72	475837990.7	40111085.72	497124351.6	43347099.16	231683986.9	96536272.25	322781601.1	91344885.75	255646814.7	98584423.06	957297779.9	13567627.31	847079975.9	15681795.45	875183684.4	15119795.72	746874211.2	21264662	531474377.7	13235117.94	500736483.4	13376023.86	482968615.8	15365581.86	504168950.1	15431703.19	413021835.8	16769643.48	373301067.8	24614452.16	375238685	23737166.06	343044598.5	19040060.94	206154983.5	38029078.22	208822994.4	38939142.44	219792064.8	42393447
O00139	Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	108.543	18	21491040.5	589024.5	22197681.69	NA	32015599.27	3710075.25	26856052.16	2673474.484	28243981.2	3062980.5	22807437	4026352.031	26960545.97	2291084.969	22394769.06	4866663.875	24884754.75	7085437.344	21972439.7	4483672.625	18431862.08	5500360.063	23663965.66	7989454.063	11317191.69	17582212.63	12039487.53	18607135	11030519.81	19836235.56	22831829.53	1402959.5	23886723.47	2038304.625	30498014.78	1432968.875	28086149.19	2429454.141	25417804.44	2246173.094	22810912.19	2560415.188	22105404.06	3747554.719	22461320.66	3106505.813	20696627.19	5014863.625	17299258.69	4717006	18125941.97	6705084.594	19656196.34	6299769.25	6922473.094	10658285	7788491.156	11442621.84	9917157.594	10438244.94
O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	320.851	10	77095621.44	1395568.422	63866269.34	5179021.109	72130687.56	1229235.031	63297028.8	3700780.125	54417865.66	11820451.19	54617212.59	3339147.406	71411115.53	10169254.63	60146304.98	11330901.22	61450226.39	5715949.742	53288828.16	13666730.83	45334006.69	18337494.5	56066328.78	18359273.85	33959064.56	37138907.63	48675982.55	46175128.16	42332950.8	39997038.77	60400730.91	2820650.469	64378813.48	3295181.914	62471174.47	1693866.313	66563746.69	4709749.688	60649321.56	1659736.484	61016990.31	8010202.938	50697371.11	4729637.109	50436621.69	4949184.355	49415552.19	5131153.531	51786260.86	5162720.375	48844408.45	10058358.72	49765204.17	6182463.979	33473298.18	9185554.594	31542664.04	9635352.25	33560563.82	11111340.56
O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	452.6	26	284131296.9	12292646.38	320870963.6	33000478.45	352305008.1	21214275.16	287609133.4	41299013.88	279569848.7	18527162.13	271462651.4	42484197.8	294695313.5	87756503.75	270584562.4	72979902.66	242903387.1	75607731.28	254144336.4	70651305.19	228416150.8	85532277.83	223343710.8	70296336.25	132159824.4	174392865.9	151384261.6	155167150.2	150200462	200458525.6	292600285.1	5067300.461	387797779.4	49297167.48	303995745.3	5822109.266	376045490.3	76533530.63	343803366.9	47202974.02	349311161.1	48620867.38	279773640.8	49245432.28	300264425.1	83353639.47	285273376.8	45344229.47	252761825	61125153.63	247608072.4	63661639.5	282676358.5	110251925.9	140132640.7	90884867.44	139908182.1	86433137.22	145650416.6	120595099
O00154	Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	199.731	15	61710426.56	3710664.297	68846476.41	1047350.234	74880782.88	2706872.219	67437230.13	3136740.938	62752570.19	5427921.531	56475126.34	1821837.656	71988391.25	12917463.25	52840121	12093190.69	55437577	11282238.03	55722318.81	21353448.28	43737279.5	17990241.75	54875870.75	20164277.81	32134781.44	54933560.94	34881298.88	58545596.06	33254473.88	64406331.25	45733506.25	7136058.625	62934231.63	7193687.641	43039585.75	7620136.125	59782121.13	6790755.25	56433920.25	5200260.969	56975219.06	8152757.938	54314031.88	10762480.34	47989803.75	10920561.94	53570575.25	10879453.25	48628022.06	19525211.56	46296489.5	14989700.59	46023560	20202210.19	28175247.72	35847797.56	31264390.92	34623813.36	30506695.41	38819870.41
O00159	Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	191.695	34	45770633.56	2660965.375	48664092.28	4481848.719	60777793.81	5145298.313	49342653.34	4565307.688	49646010.66	4658762.391	42843573.88	4486983.766	53108171.06	10545965.5	42385185.19	11053775.22	49474481.94	10231241.78	40863492.28	13712519.53	39012902.03	14612118.34	44182482.94	19484660.16	24252633.34	37245095.53	28370256.31	37088181.81	25862228.56	38494004.47	38280353.94	4155170.75	47912622.31	2541524.563	44609378.5	4340257.875	48058974.06	4523763.188	41200427.13	4032147.625	44232763.13	2534682.625	40090920.63	4882864.281	39996902.63	4928933.438	35066436.41	5060741.625	37617293.84	9949740.75	46713247.69	7316567.531	39519723.66	8780687.063	17596757.47	17244505.47	22828857.28	18316683.81	15228916.59	18585706.19
O00161	Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	56.104	7	9745380.375	NA	10089730.88	NA	12262962.5	NA	8573348.531	1272960.391	10630678.06	1222161.094	8886874.125	1366856.344	10114841.25	2286738.938	9053640.25	1800993.5	7655123.313	2173611.906	6621859.563	4417285.938	5308454.5	3161274.969	6561104.156	2944470.063	2297641.313	8612957	3228803.469	5880943.125	3494126.438	6924106.375	12434512.5	NA	16192432.69	NA	12812489.25	882809.125	12137986.16	1619230.719	13370151.34	1351163.578	12822185.78	1442399.625	10934556.59	3679821.563	12205757.56	3655775.656	9410521.875	3657332.094	7990806.875	6021306.75	9737405.094	5717014.25	11524010.22	5687239.688	4615987.938	10164220.25	4350037.25	9855215.75	5200060.313	11376997.25
O00165	HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2	47.295	7	14204048.19	140070.8906	13249084.19	NA	14606037.13	149952.625	11354249.97	1541673.938	10259008.47	282428.8438	10160011.08	223293.1094	9804806.625	1607761.594	8730775.672	1753323.969	7921971.063	2032297.859	8138031.906	923325.875	7413819.625	3217186.344	7821810.469	3017671	2002577.813	4304419.313	2268154.813	3717444.5	1873528.438	3721931.563	14110482.38	NA	16576023.38	NA	14305253.66	NA	13985589.41	164522.7969	12291354.25	166077.625	9929029.969	140816.1094	9414160.656	1331253.031	8942463.781	375542.125	9563470.375	227363.2188	7565856.219	1015691.5	6976663.531	NA	6259133.547	977483.8125	1585128.219	564564	1766628.625	NA	841666.3125	511377.9375
O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	209.823	18	51586301.06	NA	56009109.69	NA	62001416.63	2086011.594	46350719.48	1158365.125	49106320.31	1618164.875	43597029.38	NA	47405342.25	5608994.156	47409558.53	10148714.72	46786009.28	5369340.094	42727659.53	10195695.13	34190000.53	7732773.219	35058764.88	9765521.75	44545691.31	24047044.88	43379761.72	27212776.63	19374985.47	28991010.88	60984930.31	225703.9375	78425300.78	362337.2188	62019232.16	6447685.438	70242066.91	872213.875	64534745.75	6266123.203	64027242.34	4347009	53999644	4612761.359	60946273.38	6029738.43	56524931.47	12984129.48	49395000.5	8890010.156	46276424.63	8370134.297	48077022.66	7594341.313	24783313.67	17890969.77	25762825.25	18844263.54	29983833.95	20740754.05
O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	11.845	2	458120.6563	3468135.625	1559574.063	4325997.125	2302518.313	5493921.375	1684915.625	4010225.375	1883216.875	5007750.5	465362.5313	2773107.75	3302181.188	4989032.75	NA	3748089.75	2479361.188	4526275.75	2003797.188	4300141.969	1312994.75	2041521.25	638919.25	4454495.094	NA	5043420.875	422166.8125	3617034.5	726318.875	4540087.063	6004868.25	NA	6421220.219	NA	6067709.063	NA	3773595.25	NA	4580213.625	NA	3073386.688	NA	4219514	NA	4750520.75	NA	4402734.75	NA	7467931.5	NA	6821315.75	NA	8560793.5	NA	6790120.344	NA	6137393.219	NA	10676174.66	NA
O00180	Potassium channel subfamily K member 1 OS=Homo sapiens OX=9606 GN=KCNK1 PE=1 SV=1	5.884	1	2579177.5	NA	2462063.25	NA	2426072.25	NA	NA	NA	1675930.875	NA	1928610.125	NA	NA	NA	NA	NA	2467556.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2464654.75	NA	3163115.5	NA	2151246.25	NA	2677534.5	NA	2732048.875	NA	2017844.125	NA	3850239.625	NA	3062034.625	NA	3686641.375	NA	3513685	NA	3120815.625	NA	2284094.5	NA	3746430	NA	3208503	NA	4536110	NA
O00186	Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2	130.623	19	23042450.55	5549427.688	26334418.3	2856407.719	28776939.75	4027018.625	25676555.53	5610642.938	25814226.25	4423264.094	22655146.84	4328029.125	25388536.44	7742720.344	22272864.58	7392743.969	19308058.38	6848226.375	17582965.63	9898418.906	17072288.25	7690272.969	20256298.78	12594867.25	9465419.375	18966520.19	13029038.06	26326119.94	13197673.75	28237991.94	18480854.38	638615.1875	26848563.13	810377.5781	23670920.38	837206	25031762.75	1599973.5	24644183.47	3420742.75	24773218.41	2019716.734	22208065.06	4437458.656	24265113.5	4888235.531	21064921.31	6814261.688	21300126.63	7593832.219	19969234.34	7367080.438	21363326.69	9429113.281	9352877.156	13934112	8932846.594	13183060.06	10673357.52	15666500.69
O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	145.099	8	48996674.64	679433.5625	58734745.34	674308.5615	60706195.84	770193.3076	57123741.13	4427105.156	51302827.31	3138804.795	49288622.19	2109176.512	56346674.75	9810000.602	47430410.91	8605198.539	47482957.97	12408822.27	46183961.75	16651427.64	39496325.13	14786977.97	42859359.25	18398730.49	19536201.93	37844848.72	21530265.98	40957483.81	25333125	41704894.44	75682177.25	702426.875	99837089.31	773385.625	82281012.5	669352.0332	106933077.5	3956790.207	103156365.2	3630212.227	93925531.94	4312316.313	85012704.41	9380046.741	84529885.25	8627058.125	76209269.13	10655037.31	64833837.44	14450877.23	62835904.06	14666909.32	69787549.25	17303877.5	38101871.95	31746471.27	41993166.72	31673334.39	41162479.73	33979914.69
O00194	Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4	19.576	3	620405.625	3150348.875	588605.25	3200820.75	669331.375	3756725.688	260152.8594	2486622	464525.7188	2104851.25	630884.4531	2472830.75	358002.5313	2273370.25	NA	2932997.5	199334.5469	2099718	382316.4063	2235245.5	588767.3906	3063430.188	451165.5938	2627412.75	239455.75	2198076.188	260065.8594	2090117.25	261815.6563	1585984.125	1067586.5	2488722.5	1650577.641	3807394.25	1228621.844	3559563.5	2858320.719	3534948	1472027.75	2819700.75	900197	3630352.594	701952.5938	2724634.781	979752.375	3328237.5	2695852.469	4045610.594	2247301.656	3118027.547	380963.375	4079939.656	811100.9063	3031360.219	353361.625	3988400.375	297482.5313	3581422.75	657638.5	3704138.219
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	98.201	19	22950032.03	1263658.625	25945945.25	2022867.375	29388963.06	3054312.438	24134888.13	1340332.625	21302002.72	4127109.625	22379320.72	3320466.094	22057395.06	5590440.094	18270830.75	4694231	20235855.75	2466403.625	18315959.72	8542068.688	15041332.41	4415597.125	19167144.69	8125593.531	8459941.938	20471748.44	10604581.59	20273095.13	10033300.31	23447765.5	27452418.53	1767788.375	29829510.06	3194169	27209444.03	1475459.688	28497054.7	1189868.875	28146424.56	2034340.563	25973323.97	1016425.375	22255671.44	2186716.156	22819631	2805363.969	20685382.56	5082586.938	20933266.47	4330906.031	21481529.7	5417408.781	25726771.94	5126613.094	14137403.63	7944326.375	13786399.88	8880738.781	16480909.19	10289643.69
O00212	Rho-related GTP-binding protein RhoD OS=Homo sapiens OX=9606 GN=RHOD PE=1 SV=3	4.43	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
