Accession	Description	Sum PEP Score	# Unique Peptides	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
P19338	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	985.396	54	2362609925	29352105.19	2797654673	35543858.34	2401368168	32410592.65	2639565286	94484084.09	2440788334	91175885.91	2337410346	88556897.31	2302355607	187709112.7	2180036454	147492464	2077817973	153347906.6	2020936670	263492185.5	1980470822	232473098.9	2017481866	260797908.2	1293269661	497412817.6	1267424393	459945845.9	1392065646	504597656.4
P29401	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	985.055	55	2739116535	45114467.28	3326782546	29986658.56	2877129075	46130204.66	3252379151	105777673.3	3056313164	106915615.4	2931668275	93382697.64	2741292120	190500720.3	2812646069	212708866	2572132345	181499343.7	2448941214	266354275.6	2351443142	245263073.5	2693856347	269126808.8	1593024765	492437647.8	1646469197	513376588.4	1953282929	604876690.8
P30101	Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	981.151	48	2162469818	26667083.67	2575625065	28053133.38	2183612072	27965758.28	2131867129	94931569.84	2036907491	94024021.31	1882083350	88128215.63	1801234392	199448915.6	1796451119	189443176.5	1579604984	183855778.9	1493381259	308089165	1592601566	286685649.2	1634871081	306111262.2	926541520.1	688873817.5	961636528	693721754.9	996595854.3	741540489.2
P07237	Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3	932.681	58	1222446435	14004166.19	1446189809	24441213.22	1239858309	16483132.42	1230581493	68313636.38	1194172990	78882823.38	1092636659	63924006.91	1060499103	151010648.6	1031912645	148804708.5	990918219.4	141335134	927229627.1	243810022.9	919088419.2	216617296.5	976712185.7	229092541.2	519773849	495074771.2	509763994.3	475930218.5	600835839.1	563409259.3
P04075	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	931.765	33	3068368870	47084754.38	3682419152	60926872.28	3237719790	52591716.88	3655872974	177557061.7	3474464666	167961588.2	3312471603	158335720.1	2899028589	315880619.9	3119722879	334418952.3	2801169532	309117259.2	2576649443	475499627	2574449459	443101261.8	2845447470	538670345.5	1484566247	896465438	1546774778	913774968.8	1778783735	1034419913
P11388	DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3	922.102	69	403462649.3	17313993.61	484209859.1	25638882.3	421504191.9	21962023.82	512166180.1	40512613.66	412605135.5	28399139.6	404078983.5	32437253.13	414851213.9	62488331.88	426109512	67842305.3	403588848.7	58859136.86	453144568	121186939.4	474488195	119972997	522443419.4	139745403.1	250916147.1	239200201	279964234.3	257465523.6	279168678	254119717.6
P68104	Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1	914.562	19	2157453634	61171248.31	2496208708	37903138.81	2381119220	39967584.03	3089225238	102119789.2	2536987513	80209715.7	2182749431	55993883.98	2163692017	159263284.8	2583778192	154238552.7	2182880586	146658149.6	2321315428	273636096.1	2614559221	258873478.9	3268120402	290788400.5	1511110261	393313775.6	1514520060	405959459.3	1809253242	417291099.9
P20700	Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	901.302	64	659518935.2	59533640.63	793069413.9	70224596.5	673608601.2	46630267.58	731207405	99206362.25	689883139.6	86482394.92	664214915.2	81854074.5	604136317.7	112544899.6	602878619.6	98814699.19	578777126	98702835.91	553850775.5	134446974.1	509242548.7	122893089.2	574136182.2	123532728.8	366784647.5	171529788.8	375050477.8	180866302.7	396807994.8	207328867.9
O75533	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	897.315	69	418895710.1	19984855.05	485164937	24232201.16	424601904.4	23458429.5	461855850.9	37554781.1	423434472.5	43877134.03	408851500.4	34745407.03	355718836.9	59227539.33	366295952.3	60580682.33	343125090.8	57264893.82	311642062.5	77492935.91	301059009.2	75187760.33	307390690.6	71508909.15	146139233.6	128818452	149738352	135924332.5	164423426.7	136732190
Q7KZF4	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	897.098	70	665028201.6	38864891.66	807848371.5	29251955.73	674980669	29689305.33	834510581.6	58252169.31	778524763.1	50529493.09	768358958.3	45582424.84	673286692.7	85933591.81	663344580.6	115589271.5	613639892.4	95957583.55	599076232.3	129717479.9	524699885.6	126319665.1	674768307.2	123487578.7	321448350.6	240860092.7	324765484.7	249114564.7	351534678.4	261257230.9
Q9NR30	Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5	888.884	68	508294076	25860471.12	682100476.8	20309589.66	573775964.6	18325996.45	763683456.7	31215801.73	527804652.6	29373137.66	524738436.8	19995945.23	532660950.9	47714797.51	556125739.5	46820102.48	504126451	41672617.78	619138762.8	97817980.64	660090609.1	96398045.42	707289294.6	106082368.3	289103196.5	122100419.7	309567383.7	119655619.5	320214551.9	134931549
P53621	Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	878.305	76	342520752.1	25604317.58	445446254.3	29250177.5	367324061.9	23178937.52	402189081.5	35290239.2	349813969.3	39503007.41	343828603	34328939.64	323464383.2	59309888.95	337894488.7	66223006.25	292908554.5	55773786.67	301153592.5	86314385.88	298360292.2	65959875.02	323270653.8	89151081.47	181107725.1	161162728.4	183167609.2	160127082.1	208346432.5	178140270.8
Q08211	ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4	870.588	69	841941816.1	27014420.93	1030251872	22510115.56	875023173.8	25356241.5	1092600445	60473532.27	965844737.7	47380662.78	851111349.1	45509085.55	892887684.2	100115169.2	929867323.1	86984978.01	857123996.5	79391268.15	892037563.9	121749865.9	885117501.5	125105188.9	1013390757	135754310.3	522517892	236744943.6	536047938.3	237709813.1	615823938.1	291345608.4
Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	868.499	85	196829427.1	15689247.02	292864308.1	23241398.97	216080024.1	17188379.53	231947593.7	21803225.22	231761530.1	27703629.41	209027926.9	21420113.88	191752267.1	46964992.72	175907059.2	44094237.87	180973129.6	44744357.98	159757780	64352765.44	150509923.5	62515083.98	155358497.9	61989330.13	86204955.41	115499526.5	93344650.72	120123341.3	80539205.98	113164264
Q92616	eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7	866.304	113	353996099.5	55326612.16	468034084.3	60302653.23	328397526.3	49639229.25	404317804.9	82422982.14	399507879.1	76350913.41	416214079.6	95082681.03	325598382.3	89075046.81	359122174.3	80391432.89	348046916.4	86298423.03	347009925.8	113141358.6	331214247.1	106354083.5	439194430.2	98709763.8	215276410.5	149140542.9	215443427.6	155414717	263454281.4	167417402.2
P06748	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	865.37	34	3774611673	358743241.5	4478935140	330294410.3	3661146435	347952349.6	4207748891	279495418.1	4160940904	275430696.1	4017483371	232051486.1	3762224863	356375085.1	3866954100	393393100.6	3621052825	357048772.5	3356017100	468894796.6	3210075461	464816695.4	3530586367	454200228.7	2081036998	702494569.4	2401977367	793912723	2560714559	829784466
Q92598	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	862.17	53	532751257.9	32584790.84	648297454.8	35659555.61	537838681	27876368	608144052.9	56768895.34	576731679.6	51725763.2	548507298.6	46660449.28	471952627	93085801.03	488581035.4	83268734.69	463029358.2	80555182.98	412387606.6	119214000.3	422831564.1	115610685.1	459758251.4	120638032.4	207044317.9	213426758.4	222498594.5	239690704.9	247000573.2	254129556.3
P22314	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3	860.739	58	1344730651	25028223.55	1616363868	30605275.74	1312915239	25902211.43	1496251667	82306835	1457808490	85931037.57	1366687278	75736161.47	1298211252	145988049.6	1313307007	167202542.4	1250870541	155192474.6	1159413671	224730556.3	1137017351	252747501.9	1217778236	231594280	692148573.5	449392235.3	667167548.2	424182452	805904299.2	550708403.5
Q15233	Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	858.949	46	915275143.9	53643345.36	1058103595	38576039.23	1043582843	45650874.69	989394281.3	92763416.41	904032941.5	76987073.36	819790178.5	70394898.16	759475490.4	132580343.1	747934286.3	139422403.8	708554667.7	138008864.9	617664589.3	171729050.1	652089016.3	179588836.7	666425825.8	183758855.5	341784496.6	304461908.5	350881438.5	312618344.8	367652634.1	339629388.5
Q14980	Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2	858.276	112	190820147.9	11155986.28	266400496.1	32549220.67	216461205.9	11482951.55	241293589	15495630.39	202393467.6	16602035.3	203183843.4	16339281.92	184486168.6	26602332.61	192673625	26781948.22	170027834.8	27390831.79	161344991.4	39216769.31	166018292.5	31937313.44	161806825.8	36156412.6	70869268.85	62750503.59	87386998.52	71084826.3	84238182.64	64252606.12
Q14683	Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2	857.542	97	272276860.4	42688509.89	349001974.2	56119794.03	302586841.6	48003621.73	328638924.1	74457597.52	276176430.2	51329127.45	282901174	70297780.09	245652240.7	83242527.05	259266061	96221332.83	227361684	92503385.98	197894372.9	117469527.3	223542321.9	108762055.4	232814674.4	123668370	88012518.66	140507657.3	89414045.73	150308418	88950172.77	159153784
A0A2R8Y4L2	Heterogeneous nuclear ribonucleoprotein A1-like 3 OS=Homo sapiens OX=9606 GN=HNRNPA1L3 PE=4 SV=1	854.271	1	35310505	888221.875	39048884		24486158.5	1617726.75	35839299.5	1032272.375	34708059.5		32923525		29274345.5	3840739.5	28081418.25	1902336.25	27105707.75	4246735.5	21252709.75	3048411.281	19744664	2967954.75	26150842.25	4695440.75	8472805	7206057.25	12560588.5	8645822.75	9370503.75	5994417.25
Q71U36	Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1	853.471	1	22687959		27811023		24787963.25		21690243.5		24163343.5		21851952		15227406.75		14930919	1157752.5	15384540.25	2321766.75	17511451	2588054.5	19788501.5	3124728.25	19659015.25	3182356	10857247.38	6613482	11616159.13	5801198	14827341.25	8166005.5
P48643	T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1	851.558	51	810584103.7	1607569283	1056867273	48310939.75	914396044.6	1461545239	1060206795	130616271	930998378.8	1088322452	891670862	933839376.6	725420681	169793866	820112902.4	190431764	720699808.5	177638573.6	690967222.5	229202190.6	741143791.8	1130400023	817149996.7	253891255.7	382292052.5	289892061.8	423233382.3	309735839.2	463849814.4	378562091.3
Q86UP2	Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	851.543	87	202105863.6	5825459.594	276704790.6	8450698.906	238405526.5	11043787.22	266244100.4	20942961.06	226806628.9	13832345.92	217675702.5	14181512.34	205974163.1	34763278.77	209436948.4	35249921.22	207456041	34606594.5	188896479.2	49722897.23	192175592.7	49279568.53	193047857.3	51398178.84	111733542.2	111199589.2	116673691	122342908.9	130279006.4	113096519.6
Q9BQE3	Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	851.033	3	147941667.4	5855069.875	178798596.6	1767810.938	160157316.1	4973878.125	165118085.9	6540653.375	176989402.2	10844193.75	173342928.8	14690184.13	142520779.5	18284528.75	145932712.3	21341448	140130918.8	18135203.13	139452862.1	36037818.88	135487696.9	28146500.25	162338990.4	33421979.63	92652914.69	52248442.75	99273775.91	57074418.25	98941588.16	60537952
P67936	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	848.146	28	314588812.9	13513559.53	378732620.3	14460883.28	312433449.6	13982450.53	351046744.3	31475021.81	346714688.2	34906054.38	325877743.5	32686134.59	312499104.1	54885656.84	289939923.8	55371411.38	263364390.6	56893116.98	268869259.6	70243950.81	249216240.9	68421507.94	271021125.1	72574428.06	147515883	123204474.3	147242109.6	116241244.5	166405182.4	142401752.3
P06576	ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3	847.892	33	1491584252	79222893.19	1945100661	44771189.97	1641930882	74525324.56	1864475599	106159775.9	1785818435	97810970.19	1614323915	116850486	1653668133	212402150.7	1683287291	219469964	1531103421	203613739.4	1465921841	209598000.8	1566265526	299050028.4	1595524775	251836863.6	984455923.3	418795235.3	1004169335	429179260.2	1043087647	470689255.3
P11586	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4	838.613	64	575446753.2	7202563.125	715755064.1	12057506.16	613336369.7	5649998.094	724818793.9	34637949.53	691755807.5	30924339.19	687202777.3	32761152.84	588145671.8	57816721.27	641811278.2	61329151.28	594192096.5	65908192.75	552598408.2	95112951.28	538872592.3	89642051.16	617034150.2	101619856.2	293889765	181650863.1	313869153.3	190340054	357417864.4	212985404.3
P06744	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	828.038	40	1848663475	17190923.41	2068746795	15658059.84	1816961263	17406752.58	2094149845	67655980.72	2078651360	73871923.55	1952605087	68815356.27	1775298693	147529075.8	1816422180	136017500	1758643372	145724340.6	1655416863	228118737.5	1665270641	209313592.7	1780064836	219910413.5	975484597.7	409535889.1	1009013836	409179793.3	1291792379	513314846.8
P04350	Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2	825.326	1																														
P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	815.35	49	934723787.7	19731141.59	1132543307	21714513.63	1038364255	24718849.45	1060050101	54436167.36	995656114.1	61648910.8	907441185	60632313.34	916477573.4	114520048	910943931	107161108	850537840.1	114135765.5	793971225.2	147800377.7	817690146.6	138652918.2	813118633.7	134154446.6	507136793.3	238286907.3	484094540.2	230002802.1	535005689.2	246155635.4
Q9Y490	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	815.273	93	156243637.8	53045068.77	195234867	31305296.77	195168962.6	17977198.86	228799615.3	28740414.63	171242188	33348050.83	168917711.1	23995486.97	164600256.6	35770877.51	179472338.3	28800495.16	213832866.5	32078675.58	182768217.7	38840216.69	173292801.4	49175900.8	182894712.9	58408545.8	95963140.73	80519713.2	97110102.6	83026972.59	109438290.9	79610009.61
Q16531	DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1	810.994	62	564687394.2	19806909.16	646437860.2	27500172.97	573500284.7	23469142.75	565008416.4	40855947.19	550845121.1	39110973.55	491487328.8	34057030.47	476748788.8	62041622.47	451588277.8	68361881.19	431332019.6	70198875.47	436378201.5	102770155.9	450496554.8	107502166	473838695.8	112721161.2	249031640.1	186898065.3	251747220.4	180527967.5	303598881.4	223194047.1
P50395	Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2	808.757	36	395419026.1	7656141.453	465437896	8893646.375	399518621.9	7521390.531	452936888.8	21616156.94	426335892.9	17379084.75	434772421.9	24557905.13	365941254.5	40341506.52	407771208.4	44593306.48	365735062.5	32269269.94	374313641.3	63970254.25	328070682	50852371.81	381141038.3	56132206.91	230242836.7	112748679.4	225615510.3	112790468.4	263965389.4	136442577.1
P50990	T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4	807.776	54	837574412.2	69075798.06	1077850780	80291856.41	999914333.7	77316343.45	1134349936	102806509.5	1043641910	97963622.84	992683841.6	99629447.34	912921281.9	138373575.1	933643745.9	156199803.9	853118727.5	138806842.9	808075860.5	201485323.8	815115756.1	199408761.8	918669744.1	222851143.1	464227722.9	338048976.7	466504206.4	319727170.9	541083223.2	397865652.8
P60174	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4	806.944	35	2612519923	46311530.03	2895163938	40850221.8	2620241221	42635954.06	3009064389	166979693.2	2843268637	144560787.5	2730529390	125012475.9	2512823581	301202637.9	2486485964	268261141.1	2405438823	303732425.2	2272207340	419499785	2236944326	403191805.5	2578829541	453164902.1	1499961823	810392694.5	1466978098	792627994	1751432357	951090268
P49736	DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4	796.5	56	419293043.3	18563465.18	470012652.8	20839812.84	433541231	17306405.19	464629100.2	32851713.07	423196206	31445724.01	405818914.2	29118329.48	368056277.9	60451187.6	365090249.5	56363162.6	348448251.7	56820283.69	302744470.9	88356086.69	306943683.3	82715879.26	336098119.4	90676488.86	163674849.2	168832251.8	161513623.2	160400410.2	189774820.6	188798518
Q13509	Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2	792.884	13	130661421.3	6912444.438	150010165.6	16003038.06	134466629.7	12299679.09	167338624.8	4208916.656	155493990	12272850	137188192.1	6247139.688	142238599.1	16019249.94	135593185.8	12300327.34	103080440.9	13328650.13	97500497.19	20276176.44	113934198.5	22261865	119973369.5	22340940.19	73292336.72	54373614.19	64176193.25	44536858.69	70478797.06	63004347.25
P49368	T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4	792.336	47	791736916.7	41597697.13	1176269452	55645828.16	1025424803	39492996.94	1282828974	91780938.14	1077970033	73536184.25	954169688.9	69603985.14	917630739.3	135680350.6	960589150.1	133596986.7	869153407.8	119138127.2	859500310.9	182358285	872257093.2	197704669.1	1037428448	233396097.9	456291354.5	316756595.3	501406765.2	337156916.3	546703346.6	346542411
Q9UQE7	Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2	792.162	81	252318470.5	37543671.84	299045275.5	47039871.34	254104186.2	26201313.57	277148522.9	52057666.2	262807610.1	37796668.24	243679740	34536326.57	221296682.5	58675740.09	217599229.2	52113070.36	205901873	53193264.81	181186863.3	96540623.97	174451662.4	102837433.4	182909945.3	73493901.66	89106110.38	116286110.6	96902709.2	128497836	103984456.7	142093050.1
Q14152	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1	790.623	106	373931157.1	76449869.78	468462102.1	36708265.78	427265340.8	35330504.67	510849978.9	88694657.5	405595412.6	84851034.3	408231290.8	35827706.33	366073662	56841327.76	421867729.8	98297830.88	358708535.1	109825029	380504510.7	88711787.44	410545613	126625348.6	478287727.2	109902597.8	217297745.9	180342902.8	228932033.9	190278796.8	252303929.2	173971481.4
P15311	Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	786.108	41	311980671.5	23456882.66	367882796.9	15061529.23	316316885.4	16250547.69	395467005.1	38237588.58	387424197.8	33127671.67	413395259.1	38027751.92	340787310.1	82350068.7	353583429.5	78297280.62	338769370.1	78880771.4	311082600.2	103192850.9	283292473.1	106719480.4	356217503.3	121747197	164517048.5	180727030.4	192880154.4	178546846.5	226833314.8	214172554
Q13200	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3	785.526	55	571777962	17682255.78	684137359.3	22292748.53	1021086633	24393346.91	679390641.9	49518188.28	617814878.4	48517622.91	553866076.1	45749225.83	503079324.8	70309118.81	548865789.6	77527647.7	479858565.6	77276002.67	470955066.3	111053449.3	496876750.7	111406573.2	536825951.9	120956900	253050529.8	169875458.9	259239987.6	180068807	282484352	197449072.7
P68133	Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1	781.977	11	520323808.7	6898526.703	591178127	23015310.25	490999936.7	5578360.25	521369855.2	20787588.38	438819773.5	39987261.38	339903855	7197997.75	456850988.4	24706674.81	406891445.3	39547392.25	267615272	18611769.55	455968823.1	64903939.51	366614439.2	62275260.73	588303856.6	58179369.75	233780625.1	72547473.7	260059152.4	104463418.5	286291115.2	133907547.3
